Protein_A	Protein_B	BioPlex_293T	BioPlex_HCT116	BioID_2018_2021	Mentha_20210802	HIunion	HIPPIE	recY2H_human	OpenCell	Corum	RBP_both	RBP_IP	RBP_SEC	Support_count	Uniprot_A	Uniprot_B
DLD	NUDT21	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	O43809
DLD	NUP153	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P49790
DLD	NUP50	0	0	0	0	0	0	0	0	0	0	1	0	1	P09622	Q9UKX7
DLD	OAT	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P04181
DLD	OGDH	1	0	0	1	0	1	0	0	1	1	0	0	5	P09622	Q02218
DLD	OLA1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9NTK5
DLD	PABPC1	0	0	0	0	0	1	0	0	0	0	0	1	2	P09622	P11940
DLD	PABPC4	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q13310
DLD	PAFAH1B3	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q15102
DLD	PAICS	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P22234
DLD	PATL1	0	0	0	0	0	0	1	0	0	0	0	0	1	P09622	Q86TB9
DLD	PBDC1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9BVG4
DLD	PCBP3	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	P57721
DLD	PCMT1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P22061
DLD	PCNT	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	O95613
DLD	PDCD6IP	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q8WUM4
DLD	PDHA1	1	0	0	1	0	1	0	0	0	1	0	0	4	P09622	P08559
DLD	PDHB	1	0	0	1	0	1	0	0	0	1	0	0	4	P09622	P11177
DLD	PDHX	1	0	0	1	1	1	0	0	0	1	0	0	5	P09622	O00330
DLD	PDIA6	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q15084
DLD	PDK3	1	0	0	1	0	1	0	0	0	0	1	0	4	P09622	Q15120
DLD	PELP1	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q8IZL8
DLD	PFN1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P07737
DLD	PFN2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P35080
DLD	PGAM1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P18669
DLD	PITPNB	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P48739
DLD	PLS3	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P13797
DLD	PNN	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q9H307
DLD	POLR1C	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	O15160
DLD	POLR2C	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P19387
DLD	POLR2H	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P52434
DLD	PPA1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q15181
DLD	PPM1G	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	O15355
DLD	PPP1CA	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62136
DLD	PPP2R1A	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P30153
DLD	PPP6C	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	O00743
DLD	PQBP1	0	0	0	0	0	0	1	0	0	0	0	0	1	P09622	O60828
DLD	PRDX2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P32119
DLD	PRDX3	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P30048
DLD	PRDX6	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P30041
DLD	PRKAR2A	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P13861
DLD	PRPF19	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9UMS4
DLD	PRPS1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P60891
DLD	PSMC1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62191
DLD	PSMC3	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P17980
DLD	PSMC4	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P43686
DLD	PSMC5	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62195
DLD	PSMC6	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62333
DLD	PSMD10	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	O75832
DLD	PSMD11	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	O00231
DLD	PSMD13	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9UNM6
DLD	PSMD2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q13200
DLD	PSMD3	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	O43242
DLD	PSMD6	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q15008
DLD	PSMD7	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P51665
DLD	PSME3	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P61289
DLD	PSPC1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q8WXF1
DLD	PTBP1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P26599
DLD	PTCD3	0	0	0	0	0	0	0	0	0	0	1	0	1	P09622	Q96EY7
DLD	PTGES3	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q15185
DLD	PTMA	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P06454
DLD	PYCR2	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q96C36
DLD	QARS	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	P47897
DLD	RAB11A	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62491
DLD	RAB1A	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62820
DLD	RAB5C	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P51148
DLD	RAN	0	0	0	0	0	0	0	0	1	0	0	0	1	P09622	P62826
DLD	RANGAP1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P46060
DLD	RARS	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P54136
DLD	RBBP4	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q09028
DLD	RBBP7	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q16576
DLD	RBFOX2	0	0	0	0	0	0	1	0	0	0	0	0	1	P09622	O43251
DLD	RBM15	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q96T37
DLD	RBM34	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P42696
DLD	RBM5	0	0	0	0	0	0	1	0	0	0	0	0	1	P09622	P52756
DLD	RCL1	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q9Y2P8
DLD	RECQL5	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	O94762
DLD	RPA1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P27694
DLD	RPA2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P15927
DLD	RPA3	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P35244
DLD	RPL10	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P27635
DLD	RPL10A	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62906
DLD	RPL11	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P62913
DLD	RPL12	0	0	0	0	0	1	0	0	0	1	0	0	2	P09622	P30050
DLD	RPL13	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P26373
DLD	RPL13A	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P40429
DLD	RPL14	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P50914
DLD	RPL15	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P61313
DLD	RPL18	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q07020
DLD	RPL18A	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	Q02543
DLD	RPL19	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P84098
DLD	RPL21	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P46778
DLD	RPL22	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P35268
DLD	RPL23	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62829
DLD	RPL24	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P83731
DLD	RPL26	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P61254
DLD	RPL27	0	0	0	0	0	1	0	0	0	1	0	0	2	P09622	P61353
DLD	RPL27A	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P46776
DLD	RPL28	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P46779
DLD	RPL29	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P47914
DLD	RPL3	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P39023
DLD	RPL30	0	0	0	0	0	1	1	0	0	1	0	0	3	P09622	P62888
DLD	RPL31	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62899
DLD	RPL32	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62910
DLD	RPL34	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P49207
DLD	RPL35	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P42766
DLD	RPL35A	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P18077
DLD	RPL36	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q9Y3U8
DLD	RPL37A	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P61513
DLD	RPL4	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P36578
DLD	RPL5	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P46777
DLD	RPL6	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q02878
DLD	RPL7	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P18124
DLD	RPL7A	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P62424
DLD	RPL8	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62917
DLD	RPL9	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P32969
DLD	RPLP0	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P05388
DLD	RPLP1	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P05386
DLD	RPLP2	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P05387
DLD	RPS11	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62280
DLD	RPS13	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62277
DLD	RPS14	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62263
DLD	RPS15	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62841
DLD	RPS15A	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62244
DLD	RPS16	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P62249
DLD	RPS17	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P08708
DLD	RPS18	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62269
DLD	RPS19	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P39019
DLD	RPS2	0	0	0	0	0	0	0	0	0	1	1	0	2	P09622	P15880
DLD	RPS20	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P60866
DLD	RPS23	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62266
DLD	RPS24	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62847
DLD	RPS25	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62851
DLD	RPS28	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P62857
DLD	RPS29	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62273
DLD	RPS3A	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P61247
DLD	RPS4X	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	P62701
DLD	RPS6	0	0	0	0	0	0	1	0	0	1	0	0	2	P09622	P62753
DLD	RPS8	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P62241
DLD	RPS9	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P46781
DLD	RRP15	0	0	0	0	0	0	0	0	0	1	0	0	1	P09622	Q9Y3B9
DLD	RRP1B	0	0	0	0	0	0	0	0	0	0	1	0	1	P09622	Q14684
DLD	RSL1D1	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	O76021
DLD	RTCB	0	0	0	0	0	1	0	0	0	0	0	1	2	P09622	Q9Y3I0
DLD	RUVBL1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9Y265
DLD	RUVBL2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9Y230
DLD	S100A8	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P05109
DLD	SAR1A	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9NR31
DLD	SDHB	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	P21912
DLD	SEC23A	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q15436
DLD	SENP3	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q9H4L4
DLD	SEPT2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q15019
DLD	SEPT7	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q16181
DLD	SERBP1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q8NC51
DLD	SERPINH1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P50454
DLD	SF3B6	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9Y3B4
DLD	SHMT2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P34897
DLD	SKP1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P63208
DLD	SMARCE1	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q969G3
DLD	SMC3	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q9UQE7
DLD	SMN1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q16637
DLD	SNAP23	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	O00161
DLD	SND1	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q7KZF4
DLD	SNRNP200	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	O75643
DLD	SNX1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q13596
DLD	SNX12	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q9UMY4
DLD	SNX2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	O60749
DLD	SRP72	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	O76094
DLD	SRRM2	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q9UQ35
DLD	SRRT	0	0	0	1	0	1	0	0	0	0	0	1	3	P09622	Q9BXP5
DLD	SRSF4	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q08170
DLD	STIP1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P31948
DLD	STOML2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9UJZ1
DLD	STRAP	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q9Y3F4
DLD	SUB1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P53999
DLD	SUCLG2	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q96I99
DLD	SUPT16H	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q9Y5B9
DLD	TCEA1	0	0	0	0	0	0	1	0	0	0	0	0	1	P09622	P23193
DLD	THRAP3	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q9Y2W1
DLD	TIMM13	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9Y5L4
DLD	TMPO	0	0	0	0	0	1	0	0	0	0	0	1	2	P09622	P42166
DLD	TOMM40	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	O96008
DLD	TPM1	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	P09493
DLD	TRAP1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q12931
DLD	TRIM28	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q13263
DLD	TRMT10C	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q7L0Y3
DLD	TSFM	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P43897
DLD	TTC4	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	O95801
DLD	TXN	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P10599
DLD	UBA1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P22314
DLD	UBAP2	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q5T6F2
DLD	UBAP2L	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	Q14157
DLD	UBE2K	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P61086
DLD	UBE2M	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P61081
DLD	UBE2N	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P61088
DLD	UBE2S	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q16763
DLD	UCHL3	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	P15374
DLD	UCK2	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q9BZX2
DLD	UFM1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P61960
DLD	UQCRC1	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	P31930
DLD	UQCRC2	0	0	0	1	0	1	0	0	0	0	0	0	2	P09622	P22695
DLD	VAT1	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q99536
DLD	VCP	0	0	0	0	0	1	1	0	0	0	0	0	2	P09622	P55072
DLD	WDR18	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q9BV38
DLD	WDR33	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q9C0J8
DLD	XRCC5	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P13010
DLD	XRCC6	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P12956
DLD	YARS	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P54577
DLD	YBX1	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	P67809
DLD	YTHDF2	0	0	0	0	0	0	0	0	0	0	0	1	1	P09622	Q9Y5A9
DLD	YWHAB	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P31946
DLD	YWHAE	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P62258
DLD	YWHAG	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P61981
DLD	YWHAH	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	Q04917
DLD	YWHAQ	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P27348
DLD	YWHAZ	0	0	0	0	0	1	0	0	0	0	0	0	1	P09622	P63104
DLD	ZC3HAV1	0	0	0	1	0	1	0	0	0	0	0	1	3	P09622	Q7Z2W4
DLD	ZNF512	0	0	0	0	0	0	0	0	0	0	1	0	1	P09622	Q96ME7
DLG5	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	Q8TDM6	P36957
ACAT1	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	P24752	P36957
ACTL6A	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	O96019	P36957
AP3D1	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	O14617	P36957
ARIH2	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	O95376	P36957
ATP5B	DLST	0	0	0	1	0	0	0	0	0	0	0	0	1	P06576	P36957
ATP5C1	DLST	0	0	0	1	0	0	0	0	0	0	0	0	1	P36542	P36957
BAG2	DLST	0	0	0	0	0	1	0	0	0	0	0	0	1	O95816	P36957
BCKDK	DLST	0	0	0	0	0	0	0	0	0	0	1	0	1	O14874	P36957
BOLA2	DLST	0	0	0	0	0	1	0	0	0	0	0	0	1	Q9H3K6	P36957
C14orf166	DLST	0	0	0	0	0	0	0	0	0	1	0	0	1	Q9Y224	P36957
CANX	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	P27824	P36957
CCAR1	DLST	0	0	0	0	0	0	0	0	0	0	1	0	1	Q8IX12	P36957
CDK1	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	P06493	P36957
CENPV	DLST	0	0	0	0	0	0	0	0	0	0	1	0	1	Q7Z7K6	P36957
CKAP4	DLST	0	0	0	0	0	1	0	0	0	0	0	0	1	Q07065	P36957
CKB	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	P12277	P36957
DARS	DLST	0	0	0	1	0	1	0	0	0	0	0	0	2	P14868	P36957
DBT	DLST	0	0	0	1	0	1	0	0	0	1	0	0	3	P11182	P36957
DLST	DSG2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q14126
DLST	DSP	0	0	0	1	0	1	0	0	0	0	0	1	3	P36957	P15924
DLST	DYNC1H1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q14204
DLST	EBNA1BP2	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q99848
DLST	EEF1D	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P29692
DLST	EEF1G	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P26641
DLST	EEF2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P13639
DLST	EIF2AK2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P19525
DLST	EIF4A3	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P38919
DLST	EIF4G1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q04637
DLST	ELAVL1	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q15717
DLST	EMD	0	0	0	1	0	1	0	0	0	1	0	0	3	P36957	P50402
DLST	EPRS	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P07814
DLST	ETFB	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P38117
DLST	EXOSC3	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q9NQT5
DLST	FAM98A	0	0	0	0	0	0	0	0	0	0	1	0	1	P36957	Q8NCA5
DLST	FASN	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P49327
DLST	FAU	0	0	0	0	0	0	0	0	0	0	1	0	1	P36957	P62861
DLST	FBL	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P22087
DLST	FIP1L1	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q6UN15
DLST	FLII	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q13045
DLST	FLOT1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	O75955
DLST	FLOT2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q14254
DLST	FMR1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q06787
DLST	FSCN1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q16658
DLST	FTSJ3	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q8IY81
DLST	GAR1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q9NY12
DLST	GART	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P22102
DLST	GNL2	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q13823
DLST	GNL3	0	0	0	1	0	1	0	0	0	0	0	1	3	P36957	Q9BVP2
DLST	GSN	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P06396
DLST	GSTP1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P09211
DLST	GTPBP4	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q9BZE4
DLST	H1F0	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P07305
DLST	H1FX	0	0	0	1	0	1	0	0	0	0	0	1	3	P36957	Q92522
DLST	H2AFY	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	O75367
DLST	H2AFY2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q9P0M6
DLST	HIST1H1E	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	P10412
DLST	HLA-A	0	0	0	0	0	1	0	0	0	0	0	0	1	P36957	P04439
DLST	HNRNPA0	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q13151
DLST	HNRNPA3	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	P51991
DLST	HNRNPH1	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	P31943
DLST	HNRNPH2	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	P55795
DLST	HNRNPH3	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P31942
DLST	HNRNPL	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	P14866
DLST	HNRNPR	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	O43390
DLST	HNRNPUL1	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q9BUJ2
DLST	HP1BP3	0	0	0	1	0	1	0	0	0	0	0	1	3	P36957	Q5SSJ5
DLST	HSD17B10	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q99714
DLST	HSD17B4	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P51659
DLST	HSDL2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q6YN16
DLST	HSP90B1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P14625
DLST	HSPB1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P04792
DLST	HSPD1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P10809
DLST	HYOU1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q9Y4L1
DLST	IGF2BP1	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q9NZI8
DLST	IGF2BP2	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q9Y6M1
DLST	IGF2BP3	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	O00425
DLST	ILF2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q12905
DLST	IMMT	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q16891
DLST	IMPDH2	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P12268
DLST	INA	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q16352
DLST	IRS4	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	O14654
DLST	KIF5B	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P33176
DLST	KNOP1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q1ED39
DLST	KPNB1	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q14974
DLST	LARP1	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q6PKG0
DLST	LAS1L	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q9Y4W2
DLST	LBR	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	Q14739
DLST	LDHB	0	0	0	1	0	1	0	0	0	0	0	0	2	P36957	P07195
DLST	LLPH	0	0	0	0	0	0	0	0	0	0	0	1	1	P36957	Q9BRT6
DLST	LMNA	0	0	0	1	0	1	0	0	0	0	0	1	3	P36957	P02545
DLST	LMNB1	0	0	0	1	0	1	0	0	0	0	0	1	3	P36957	P20700
