Protein_A	Protein_B	Uniprot_A	Uniprot_B
EAF7	STU2	P53911	P46675
ECM13	STU2	P38195	P46675
ECM31	STU2	P38122	P46675
EFM4	STU2	P40516	P46675
EHT1	STU2	P38295	P46675
ELO2	STU2	P25358	P46675
ELP2	STU2	P42935	P46675
ELP6	STU2	Q04868	P46675
EMI1	STU2	Q04406	P46675
EOS1	STU2	P53938	P46675
ERG13	STU2	P54839	P46675
ERG26	STU2	P53199	P46675
ERG5	STU2	P54781	P46675
ERP5	STU2	P38819	P46675
ESP1	STU2	Q03018	P46675
ETR1	STU2	P38071	P46675
EXO70	STU2	P19658	P46675
FAB1	STU2	P34756	P46675
FAD1	STU2	P38913	P46675
FAL1	STU2	Q12099	P46675
FAT1	STU2	P38225	P46675
FIN1	STU2	Q03898	P46675
FIP1	STU2	P45976	P46675
FKH2	STU2	P41813	P46675
FKS1	STU2	P38631	P46675
FPR4	STU2	Q06205	P46675
GAS1	STU2	P22146	P46675
GCD1	STU2	P09032	P46675
GEM1	STU2	P39722	P46675
GLC7	STU2	P32598	P46675
GOS1	STU2	P38736	P46675
GPI10	STU2	P30777	P46675
GPI19	STU2	Q04082	P46675
GPN2	STU2	Q08726	P46675
HDA3	STU2	Q06623	P46675
HIR1	STU2	P32479	P46675
HMG2	STU2	P12684	P46675
HMO1	STU2	Q03973	P46675
HOC1	STU2	P47124	P46675
HOM6	STU2	P31116	P46675
HSV2	STU2	P50079	P46675
HUR1	STU2	P45820	P46675
ICE2	STU2	P40499	P46675
IML3	STU2	P38265	P46675
INM1	STU2	P38710	P46675
INO4	STU2	P13902	P46675
IPK1	STU2	Q06667	P46675
IPL1	STU2	P38991	P46675
IRA2	STU2	P19158	P46675
IRC21	STU2	Q04772	P46675
IRS4	STU2	P36115	P46675
KIN4	STU2	Q01919	P46675
KIP2	STU2	P28743	P46675
KTI12	STU2	P34253	P46675
LAS21	STU2	P40367	P46675
LCB2	STU2	P40970	P46675
LHS1	STU2	P36016	P46675
LIP1	STU2	Q03579	P46675
LIP5	STU2	P32875	P46675
LSM7	STU2	P53905	P46675
LTE1	STU2	P07866	P46675
LYS21	STU2	Q12122	P46675
MAC1	STU2	P35192	P46675
MAD3	STU2	P47074	P46675
MAK16	STU2	P10962	P46675
MAL31	STU2	P38156	P46675
MAS2	STU2	P11914	P46675
MBP1	STU2	P39678	P46675
MCM1	STU2	P11746	P46675
MCM10	STU2	P32354	P46675
MCM16	STU2	Q12262	P46675
MCM21	STU2	Q06675	P46675
MCT1	STU2	Q12283	P46675
MDM35	STU2	O60200	P46675
MED1	STU2	Q12321	P46675
MED7	STU2	Q08278	P46675
MET22	STU2	P32179	P46675
MGR2	STU2	Q02889	P46675
MIF2	STU2	P35201	P46675
MKS1	STU2	P34072	P46675
MLP1	STU2	Q02455	P46675
MNN10	STU2	P50108	P46675
MOB1	STU2	P40484	P46675
MOB2	STU2	P43563	P46675
MOG1	STU2	P47123	P46675
MOH1	STU2	P38191	P46675
MON1	STU2	P53129	P46675
MOT1	STU2	P32333	P46675
MRM2	STU2	P53123	P46675
MSC1	STU2	Q03104	P46675
MSN1	STU2	P22148	P46675
MTC5	STU2	Q03897	P46675
NAB3	STU2	P38996	P46675
NAM7	STU2	P30771	P46675
NBP2	STU2	Q12163	P46675
NDE2	STU2	Q07500	P46675
NEM1	STU2	P38757	P46675
NFI1	STU2	Q12216	P46675
NGL2	STU2	Q03264	P46675
NHP10	STU2	Q03435	P46675
NIP7	STU2	Q08962	P46675
NOP14	STU2	Q99207	P46675
NPR3	STU2	P38742	P46675
NSE4	STU2	P43124	P46675
NSL1	STU2	Q12143	P46675
NST1	STU2	P53935	P46675
NUC1	STU2	P08466	P46675
NUP133	STU2	P36161	P46675
NUP145	STU2	P49687	P46675
NUP192	STU2	P47054	P46675
NUP57	STU2	P48837	P46675
NUP60	STU2	P39705	P46675
NUP85	STU2	P46673	P46675
NUT2	STU2	Q06213	P46675
OCA4	STU2	P25366	P46675
OCA5	STU2	P38738	P46675
OLA1	STU2	P38219	P46675
ORC1	STU2	P54784	P46675
ORC2	STU2	P32833	P46675
ORC4	STU2	P54791	P46675
PAN1	STU2	P32521	P46675
PAT1	STU2	P25644	P46675
PBI1	STU2	NA	P46675
PBP2	STU2	P38151	P46675
PBY1	STU2	P38254	P46675
PCK1	STU2	P10963	P46675
PDE2	STU2	P06776	P46675
PDS5	STU2	Q04264	P46675
PEP1	STU2	P32319	P46675
PER1	STU2	P25625	P46675
PEX14	STU2	P53112	P46675
PHB2	STU2	P50085	P46675
PHO23	STU2	P50947	P46675
PKC1	STU2	P24583	P46675
PKR1	STU2	Q03880	P46675
PLP1	STU2	Q04004	P46675
PMR1	STU2	P13586	P46675
POB3	STU2	Q04636	P46675
POL1	STU2	P13382	P46675
POL31	STU2	P46957	P46675
POT1	STU2	P27796	P46675
PPH21	STU2	P23594	P46675
PRC1	STU2	P00729	P46675
PRE10	STU2	P21242	P46675
PRE7	STU2	P23724	P46675
PRI1	STU2	P10363	P46675
PRP2	STU2	P20095	P46675
PRP5	STU2	P21372	P46675
PRP9	STU2	P19736	P46675
PRS4	STU2	P38063	P46675
PTC1	STU2	P35182	P46675
PTH1	STU2	P38876	P46675
PTI1	STU2	P39927	P46675
PTK2	STU2	P47116	P46675
PUF4	STU2	P25339	P46675
PUP3	STU2	P25451	P46675
RAD1	STU2	P06777	P46675
RAD14	STU2	P28519	P46675
RAD61	STU2	Q99359	P46675
RAX1	STU2	Q08760	P46675
RDS1	STU2	P25611	P46675
RFC2	STU2	P40348	P46675
RIB2	STU2	Q12362	P46675
RNA15	STU2	P25299	P46675
RPC34	STU2	P32910	P46675
RPL14A	STU2	P36105	P46675
RPL17B	STU2	P46990	P46675
RPL36A	STU2	P05745	P46675
RPL6B	STU2	P05739	P46675
RPL9A	STU2	P05738	P46675
RPN11	STU2	P43588	P46675
RPN4	STU2	Q03465	P46675
RPN5	STU2	Q12250	P46675
RPN6	STU2	Q12377	P46675
RPN7	STU2	Q06103	P46675
RPO41	STU2	P13433	P46675
RPP1A	STU2	P05318	P46675
RPP1B	STU2	P10622	P46675
RPS11B	STU2	P0CX48	P46675
RPS16A	STU2	P0CX51	P46675
RPS16B	STU2	P0CX52	P46675
RPS18B	STU2	P0CX56	P46675
RPS21B	STU2	Q3E754	P46675
RPS26B	STU2	P39939	P46675
RPS27B	STU2	P38711	P46675
RPS4B	STU2	P0CX36	P46675
RPS6A	STU2	P0CX37	P46675
RPS6B	STU2	P0CX38	P46675
RPS7B	STU2	P48164	P46675
RPS8A	STU2	P0CX39	P46675
RPT1	STU2	P33299	P46675
RPT2	STU2	P40327	P46675
RPT6	STU2	Q01939	P46675
RRD2	STU2	Q12461	P46675
RRM3	STU2	P38766	P46675
RRP5	STU2	Q05022	P46675
RRP6	STU2	Q12149	P46675
RSE1	STU2	Q04693	P46675
RTC1	STU2	Q08281	P46675
RTS1	STU2	P38903	P46675
RTT103	STU2	Q05543	P46675
RUD3	STU2	Q12234	P46675
RVS161	STU2	P25343	P46675
RXT2	STU2	P38255	P46675
SAC3	STU2	P46674	P46675
SAC7	STU2	P17121	P46675
SAD1	STU2	P43589	P46675
SCS7	STU2	Q03529	P46675
SDS3	STU2	P40505	P46675
SEC20	STU2	P28791	P46675
SEC61	STU2	P32915	P46675
SEN1	STU2	Q00416	P46675
SFC1	STU2	P33303	P46675
SFT2	STU2	P38166	P46675
SGF73	STU2	P53165	P46675
SGV1	STU2	P23293	P46675
SIN3	STU2	P22579	P46675
SIP2	STU2	P34164	P46675
SIS2	STU2	P36024	P46675
SIW14	STU2	P53965	P46675
SLA1	STU2	P32790	P46675
SMC6	STU2	Q12749	P46675
SMD1	STU2	Q02260	P46675
SMI1	STU2	P32566	P46675
SNC2	STU2	P33328	P46675
SNF1	STU2	P06782	P46675
SNF6	STU2	P18888	P46675
SNT1	STU2	P25357	P46675
SPC19	STU2	Q03954	P46675
SRB2	STU2	P34162	P46675
SRP40	STU2	P32583	P46675
SSC1	STU2	P12294	P46675
SSE1	STU2	P32589	P46675
SSM4	STU2	P40318	P46675
SST2	STU2	P11972	P46675
STN1	STU2	P38960	P46675
STS1	STU2	P38637	P46675
STU2	STU2	P46675	P46675
STU2	SUB1	P46675	P54000
STU2	SUM1	P46675	P46676
STU2	SWC3	P46675	P31376
STU2	SWC5	P46675	P38326
STU2	SWM2	P46675	P40342
STU2	SXM1	P46675	Q04175
STU2	SYF1	P46675	Q04048
STU2	TAD1	P46675	P53065
STU2	TAD3	P46675	Q9URQ3
STU2	TAE1	P46675	P38340
STU2	TAF11	P46675	Q04226
STU2	TAF12	P46675	Q03761
STU2	TAF13	P46675	P11747
STU2	TAF8	P46675	Q03750
STU2	TAP42	P46675	Q04372
STU2	TCO89	P46675	Q08921
STU2	TCP1	P46675	P12612
STU2	TEM1	P46675	P38987
STU2	TGS1	P46675	Q12052
STU2	TIM23	P46675	P32897
STU2	TLG2	P46675	Q08144
STU2	TMA19	P46675	P35691
STU2	TMA23	P46675	Q03525
STU2	TOF2	P46675	Q02208
STU2	TOP1	P46675	P04786
STU2	TPS1	P46675	Q00764
STU2	TPS2	P46675	P31688
STU2	TRM11	P46675	Q12463
STU2	TRS23	P46675	Q03784
STU2	TRS65	P46675	P32893
STU2	TSC13	P46675	Q99190
STU2	TUB1	P46675	P09733
STU2	TUB2	P46675	P02557
STU2	TUB3	P46675	P09734
STU2	TUB4	P46675	P53378
STU2	UBA4	P46675	P38820
STU2	UBC9	P46675	P50623
STU2	UBP3	P46675	Q01477
STU2	UFD2	P46675	P54860
STU2	ULS1	P46675	Q08562
STU2	UME6	P46675	P39001
STU2	UPS1	P46675	Q05776
STU2	UTP15	P46675	Q04305
STU2	UTP5	P46675	Q04177
STU2	UTP9	P46675	P38882
STU2	VAC14	P46675	Q06708
STU2	VAM3	P46675	Q12241
STU2	VAM6	P46675	Q07468
STU2	VAS1	P46675	P07806-2
STU2	VHS3	P46675	Q08438
STU2	VIK1	P46675	Q12045
STU2	VMA21	P46675	P41806
STU2	VMS1	P46675	Q04311
STU2	VPS24	P46675	P36095
STU2	VPS27	P46675	P40343
STU2	VPS30	P46675	Q02948
STU2	VPS35	P46675	P34110
STU2	VPS38	P46675	Q05919
STU2	VPS4	P46675	P52917
STU2	VPS41	P46675	P38959
STU2	VPS70	P46675	P47161
STU2	VTI1	P46675	Q04338
STU2	WHI4	P46675	Q07655
STU2	WSS1	P46675	P38838
STU2	XRN1	P46675	P22147
STU2	YAL037W	P46675	P39728
STU2	YAR1	P46675	P46683
STU2	YBR238C	P46675	P38330
STU2	YCG1	P46675	Q06680
STU2	YCR016W	P46675	P25617
STU2	YDJ1	P46675	P25491
STU2	YDL180W	P46675	Q12301
STU2	YHC1	P46675	Q05900
STU2	YHR020W	P46675	P38708
STU2	YJR084W	P46675	NA
STU2	YKE2	P46675	P52553
STU2	YKL069W	P46675	P36088
STU2	YME1	P46675	P32795
STU2	YMR144W	P46675	NA
STU2	YNL035C	P46675	P53962
STU2	YOL162W	P46675	P0CF19
STU2	YOL163W	P46675	P0CF20
STU2	YOR1	P46675	P53049
STU2	YPR003C	P46675	P53394
STU2	YPT7	P46675	P32939
STU2	YRB1	P46675	P41920
NUF2	STV1	P33895	P37296
NMD2	SUA5	P38798	P32579
BIM1	SUA7	P40013	P29055
CDC48	SUA7	P25694	P29055
DBP1	SUA7	P24784	P29055
DED1	SUA7	P06634	P29055
DEF1	SUA7	P35732	P29055
NDC80	SUA7	P40460	P29055
NMD2	SUA7	P38798	P29055
NUF2	SUA7	P33895	P29055
NUM1	SUA7	Q00402	P29055
NUP1	SUA7	P20676	P29055
PRP4	SUA7	P20053	P29055
RBG1	SUA7	P39729	P29055
RPO41	SUA7	P13433	P29055
RRP6	SUA7	Q12149	P29055
SET2	SUA7	P46995	P29055
SEY1	SUA7	Q99287	P29055
SIW14	SUA7	P53965	P29055
SNF5	SUA7	P18480	P29055
SOD1	SUA7	P00445	P29055
STM1	SUA7	P39015	P29055
STU2	SUA7	P46675	P29055
SUA7	SUB1	P29055	P54000
SUA7	TOM70	P29055	P07213
SUA7	TUB4	P29055	P53378
AIM7	SUB1	Q12156	P54000
APE2	SUB1	P32454	P54000
ASF1	SUB1	P32447	P54000
ATG26	SUB1	Q06321	P54000
ATP23	SUB1	P53722	P54000
BEM2	SUB1	P39960	P54000
BEM4	SUB1	P39011	P54000
BRL1	SUB1	P38770	P54000
BUD14	SUB1	P27637	P54000
CAK1	SUB1	P43568	P54000
CDC37	SUB1	P06101	P54000
CDC73	SUB1	Q06697	P54000
CEM1	SUB1	P39525	P54000
CHS5	SUB1	Q12114	P54000
CLP1	SUB1	Q08685	P54000
CMD1	SUB1	P06787	P54000
COG5	SUB1	P53951	P54000
COG7	SUB1	P53195	P54000
COX7	SUB1	P10174	P54000
COX8	SUB1	P04039	P54000
CRD1	SUB1	Q07560	P54000
CYT1	SUB1	P07143	P54000
DAL81	SUB1	P21657	P54000
DFR1	SUB1	P07807	P54000
DIA2	SUB1	Q08496	P54000
EMP46	SUB1	Q12396	P54000
ESS1	SUB1	P22696	P54000
EXO70	SUB1	P19658	P54000
FMC1	SUB1	P40491	P54000
GCR2	SUB1	Q01722	P54000
GDI1	SUB1	P39958	P54000
GIM4	SUB1	P40005	P54000
HOG1	SUB1	P32485	P54000
HUA1	SUB1	P40325	P54000
HXK2	SUB1	P04807	P54000
ICP55	SUB1	P40051	P54000
IES1	SUB1	P43579	P54000
INO2	SUB1	P26798	P54000
IPK1	SUB1	Q06667	P54000
LPD1	SUB1	P09624	P54000
LSM1	SUB1	P47017	P54000
MAF1	SUB1	P41910	P54000
MCM2	SUB1	P29469	P54000
MED6	SUB1	P38782	P54000
MGR1	SUB1	P25573	P54000
MNN11	SUB1	P46985	P54000
MRC1	SUB1	P25588	P54000
MRPL1	SUB1	Q04599	P54000
MSC1	SUB1	Q03104	P54000
MSI1	SUB1	P13712	P54000
NHP10	SUB1	Q03435	P54000
NOC3	SUB1	Q07896	P54000
NOP8	SUB1	Q08287	P54000
NSE3	SUB1	Q05541	P54000
NUP145	SUB1	P49687	P54000
NUP2	SUB1	P32499	P54000
PAC10	SUB1	P48363	P54000
PBS2	SUB1	P08018	P54000
PCF11	SUB1	P39081	P54000
PDC2	SUB1	P32896	P54000
PDR1	SUB1	P12383	P54000
PHO23	SUB1	P50947	P54000
PMP3	SUB1	P87284	P54000
PRE2	SUB1	P30656	P54000
PTC6	SUB1	P25646	P54000
PTH1	SUB1	P38876	P54000
QRI7	SUB1	P43122	P54000
RAD27	SUB1	P26793	P54000
RAS2	SUB1	P01120	P54000
RFA1	SUB1	P22336	P54000
RIM1	SUB1	P32445	P54000
RNP1	SUB1	P32385	P54000
RPL43A	SUB1	P0CX25	P54000
RPN6	SUB1	Q12377	P54000
RPS11B	SUB1	P0CX48	P54000
RPS29A	SUB1	P41057	P54000
RPS30A	SUB1	P0CX33	P54000
RTC6	SUB1	O14464	P54000
RTG2	SUB1	P32608	P54000
RTT103	SUB1	Q05543	P54000
SAP30	SUB1	P38429	P54000
SDS3	SUB1	P40505	P54000
SEC28	SUB1	P40509	P54000
SEC66	SUB1	P33754	P54000
SIN3	SUB1	P22579	P54000
SKO1	SUB1	Q02100	P54000
SLA1	SUB1	P32790	P54000
SMC1	SUB1	P32908	P54000
SMP1	SUB1	P38128	P54000
SNU23	SUB1	Q12368	P54000
SPF1	SUB1	P39986	P54000
SPT15	SUB1	P13393	P54000
SPT4	SUB1	P32914	P54000
SUB1	SUB1	P54000	P54000
SUB1	SUP35	P54000	P05453
SUB1	SVL3	P54000	Q03088
SUB1	SWM2	P54000	P40342
SUB1	SXM1	P54000	Q04175
SUB1	TCD2	P54000	P36101
SUB1	TDH3	P54000	P00359
SUB1	TEF2	P54000	NA
SUB1	TEL2	P54000	P53038
SUB1	TFC3	P54000	P34111
SUB1	TIF6	P54000	Q12522
SUB1	TIM23	P54000	P32897
SUB1	TOM7	P54000	P53507
SUB1	TOP1	P54000	P04786
SUB1	TRM11	P54000	Q12463
SUB1	TRS23	P54000	Q03784
SUB1	TRS85	P54000	P46944
SUB1	TSC13	P54000	Q99190
SUB1	UBP3	P54000	Q01477
SUB1	UME6	P54000	P39001
SUB1	VPS29	P54000	P38759
SUB1	VPS35	P54000	P34110
SUB1	VPS4	P54000	P52917
SUB1	VPS8	P54000	P39702
SUB1	VPS9	P54000	P54787
SUB1	WHI2	P54000	P12611
SUB1	XPT1	P54000	P47165
SUB1	XRN1	P54000	P22147
SUB1	YDL119C	P54000	NA
SUB1	YDL157C	P54000	Q12082
SUB1	YGL235W	P54000	P53071
SUB1	YHC1	P54000	Q05900
SUB1	YME1	P54000	P32795
SUB1	YPT6	P54000	Q99260
SUB1	YRB1	P54000	P41920
STM1	SUI2	P39015	P20459
DED1	SUI3	P06634	P09064
NDT80	SUM1	P38830	P46676
RRP6	SUM1	Q12149	P46676
SIW14	SUM1	P53965	P46676
SUB1	SUM1	P54000	P46676
SET2	SUN4	P46995	P53616
NMD2	SUP45	P38798	P12385
RPO41	SUR1	P13433	P33300
RRP6	SUR1	Q12149	P33300
CDC48	SUS1	P25694	Q6WNK7
DED1	SUS1	P06634	Q6WNK7
FUS3	SUS1	P16892	Q6WNK7
NDC80	SUS1	P40460	Q6WNK7
NMD2	SUS1	P38798	Q6WNK7
NUM1	SUS1	Q00402	Q6WNK7
RPO41	SUS1	P13433	Q6WNK7
SIW14	SUS1	P53965	Q6WNK7
STM1	SUS1	P39015	Q6WNK7
STU2	SUS1	P46675	Q6WNK7
SIW14	SUT2	P53965	Q12286
SUB1	SUT2	P54000	Q12286
RPO41	SUV3	P13433	P32580
RPO41	SVL3	P13433	Q03088
SIW14	SVL3	P53965	Q03088
SVL3	TOM70	Q03088	P07213
BIM1	SWC4	P40013	P53201
DED1	SWC4	P06634	P53201
NMD2	SWC4	P38798	P53201
RRP6	SWC4	Q12149	P53201
SET2	SWC4	P46995	P53201
SIW14	SWC4	P53965	P53201
NUM1	SWD1	Q00402	P39706
PRP4	SWD1	P20053	P39706
CDC48	SWD2	P25694	P36104
RRP6	SWD2	Q12149	P36104
CDC48	SWD3	P25694	P38123
STM1	SWD3	P39015	P38123
STU2	SWE1	P46675	P32944
SUB1	SWE1	P54000	P32944
SET2	SWI1	P46995	P09547
SOD1	SWI3	P00445	P32591
STM1	SWI3	P39015	P32591
SUB1	SWI3	P54000	P32591
CDC48	SWI4	P25694	P25302
NUF2	SWI4	P33895	P25302
NUM1	SWI4	Q00402	P25302
SNF5	SWI4	P18480	P25302
SUB1	SWI4	P54000	P25302
SOD1	SWI6	P00445	P09959
SUB1	SWM1	P54000	Q12379
DED1	SWP1	P06634	Q02795
NMD2	SWP1	P38798	Q02795
NUM1	SWP1	Q00402	Q02795
STM1	SWP1	P39015	Q02795
FUS3	SWR1	P16892	Q05471
MRP51	SWS2	Q02950	P53937
NUP1	SXM1	P20676	Q04175
RRP6	SYC1	Q12149	Q08553
NUM1	SYT1	Q00402	Q06836
PRP4	TAD2	P20053	P47058
NMD2	TAD3	P38798	Q9URQ3
CDC48	TAE2	P25694	NA
NMD2	TAE2	P38798	NA
CDC48	TAF10	P25694	Q12030
PRP4	TAF10	P20053	Q12030
SET2	TAF10	P46995	Q12030
STU2	TAF10	P46675	Q12030
SUB1	TAF10	P54000	Q12030
RRP6	TAF11	Q12149	Q04226
NMD2	TAF12	P38798	Q03761
SIW14	TAF12	P53965	Q03761
STM1	TAF12	P39015	Q03761
NMD2	TAF13	P38798	P11747
NUM1	TAF13	Q00402	P11747
RRP6	TAF14	Q12149	P35189
SET2	TAF14	P46995	P35189
BIM1	TAF1	P40013	P46677
NDT80	TAF1	P38830	P46677
NUF2	TAF1	P33895	P46677
NUM1	TAF1	Q00402	P46677
RPO41	TAF1	P13433	P46677
SNF5	TAF1	P18480	P46677
STU2	TAF1	P46675	P46677
SUB1	TAF1	P54000	P46677
NUM1	TAF3	Q00402	Q12297
SET2	TAF3	P46995	Q12297
DED1	TAF5	P06634	P38129
NMD4	TAF5	Q12129	P38129
SET2	TAF5	P46995	P38129
SIW14	TAF5	P53965	P38129
NMD2	TAF6	P38798	P53040
NUM1	TAF8	Q00402	Q03750
SET2	TAF8	P46995	Q03750
SNF5	TAF8	P18480	Q03750
CDC48	TAF9	P25694	Q05027
NMD2	TAF9	P38798	Q05027
NUM1	TAF9	Q00402	Q05027
SET2	TAF9	P46995	Q05027
SNF5	TAF9	P18480	Q05027
PRP4	TAH11	P20053	P47112
RRP6	TAH11	Q12149	P47112
TAH18	TOM70	Q12181	P07213
SUB1	TAM41	P54000	P53230
RRP6	TAN1	Q12149	P53072
PRP4	TAO3	P20053	P40468
SNF5	TAO3	P18480	P40468
NDC80	TAP42	P40460	Q04372
NMD2	TAP42	P38798	Q04372
NUM1	TAP42	Q00402	Q04372
RPO41	TAP42	P13433	Q04372
SIW14	TAP42	P53965	Q04372
SIW14	TARDBP	P53965	NA
RPO41	TAZ1	P13433	Q06510
SIW14	TCA17	P53965	P32613
DED1	TCB2	P06634	P48231
SET2	TCB3	P46995	Q03640
SUB1	TCD1	P54000	P38756
RPO41	TCP1	P13433	P12612
SIW14	TCP1	P53965	P12612
FUS3	TDH2	P16892	P00358
SOD1	TDH2	P00445	P00358
SOD1	TDH3	P00445	P00359
NUF2	TEA1	P33895	P47988
RRP6	TEF2	Q12149	NA
SIW14	TEF4	P53965	P36008
FUS3	TEL1	P16892	P38110
SNF5	TEL1	P18480	P38110
SOD1	TEL1	P00445	P38110
DBP1	TEL2	P24784	P53038
CDC48	TEM1	P25694	P38987
NUM1	TEM1	Q00402	P38987
SET2	TEM1	P46995	P38987
CDC48	TEP1	P25694	P53916
PRP4	TFA1	P20053	P36100
STM1	TFA1	P39015	P36100
SUB1	TFA1	P54000	P36100
NMD2	TFA2	P38798	P36145
SET2	TFA2	P46995	P36145
SOD1	TFA2	P00445	P36145
RRP6	TFB1	Q12149	P32776
DED1	TFB2	P06634	Q02939
SET2	TFB2	P46995	Q02939
RRP6	TFB5	Q12149	Q3E7C1
SET2	TFB5	P46995	Q3E7C1
SIW14	TFB5	P53965	Q3E7C1
SNF5	TFB5	P18480	Q3E7C1
SIW14	TFC1	P53965	P32367
SUB1	TFC1	P54000	P32367
CDC48	TFC3	P25694	P34111
DED1	TFC3	P06634	P34111
CDC48	TFC6	P25694	Q06339
DED1	TFC6	P06634	Q06339
RBG1	TFC6	P39729	Q06339
PRP4	TFC8	P20053	Q12308
PRP4	TFG1	P20053	P41895
PRP4	TFG2	P20053	P41896
SIW14	THI6	P53965	P41835
DED1	THI73	P06634	Q07904
CDC48	THI80	P25694	P35202
FUS3	THP2	P16892	O13539
THR4	TOM70	P16120	P07213
SUB1	THS1	P54000	P04801
CDC48	TIF11	P25694	P38912
DED1	TIF11	P06634	P38912
NMD4	TIF1	Q12129	P10081
PRP4	TIF1	P20053	P10081
NMD4	TIF2	Q12129	NA
DED1	TIF34	P06634	P40217
SIW14	TIF34	P53965	P40217
STU2	TIF34	P46675	P40217
DED1	TIF3	P06634	P34167
CDC48	TIF4631	P25694	P39935
RBG1	TIF4631	P39729	P39935
RRP6	TIF4631	Q12149	P39935
DED1	TIF5	P06634	P38431
NUM1	TIF6	Q00402	Q12522
SNF5	TIF6	P18480	Q12522
TIM10	TOM70	P87108	P07213
TIM13	TOM70	P53299	P07213
RPO41	TIM18	P13433	Q08749
TIM18	TOM70	Q08749	P07213
STM1	TIM21	P39015	P53220
NMD2	TIM22	P38798	Q12328
RPO41	TIM22	P13433	Q12328
MRP51	TIM23	Q02950	P32897
NMD2	TIM23	P38798	P32897
SNF5	TIM23	P18480	P32897
TIM23	TOM70	P32897	P07213
NMD2	TIM50	P38798	Q02776
TIM50	TOM70	Q02776	P07213
NUM1	TIM54	Q00402	P47045
SIW14	TIM54	P53965	P47045
STM1	TIM54	P39015	P47045
SUB1	TIM54	P54000	P47045
DED1	TIM8	P06634	P57744
TIM8	TOM70	P57744	P07213
CDC48	TIP20	P25694	P33891
DED1	TIP20	P06634	P33891
NDC80	TIP20	P40460	P33891
SNF5	TIP20	P18480	P33891
NMD2	TKL1	P38798	P23254
SNF5	TKL1	P18480	P23254
SUB1	TKL1	P54000	P23254
BIM1	TLC1	P40013	NA
DEF1	TLC1	P35732	NA
RPO41	TLC1	P13433	NA
SIW14	TLC1	P53965	NA
TLC1	TOM70	NA	P07213
DED1	TLG1	P06634	Q03322
SET2	TLG1	P46995	Q03322
CDC48	TMA108	P25694	P40462
DED1	TMA108	P06634	P40462
RBG1	TMA108	P39729	P40462
STM1	TMA108	P39015	P40462
TMA108	TMA46	P40462	Q12000
PRP4	TMA19	P20053	P35691
NUM1	TMA20	Q00402	P89886
NUM1	TMA23	Q00402	Q03525
ACC1	TMA46	Q00955	Q12000
ACO1	TMA46	P19414	Q12000
ACT1	TMA46	P60010	Q12000
ADE3	TMA46	P07245	Q12000
ADE5,7	TMA46	NA	Q12000
ADE6	TMA46	P38972	Q12000
ALD5	TMA46	P40047	Q12000
ARD1	TMA46	P07347	Q12000
BEM2	TMA46	P39960	Q12000
BET2	TMA46	P20133	Q12000
BMH1	TMA46	P29311	Q12000
BMS1	TMA46	Q08965	Q12000
BOI2	TMA46	P39969	Q12000
BOS1	TMA46	P25385	Q12000
BRE1	TMA46	Q07457	Q12000
BRX1	TMA46	Q08235	Q12000
CAF40	TMA46	P53829	Q12000
CCR4	TMA46	P31384	Q12000
CCT4	TMA46	P39078	Q12000
CCT8	TMA46	P47079	Q12000
CDC1	TMA46	P40986	Q12000
CDC33	TMA46	P07260	Q12000
CDC39	TMA46	P25655	Q12000
CDC48	TMA46	P25694	Q12000
CDC53	TMA46	Q12018	Q12000
CHS5	TMA46	Q12114	Q12000
CIN8	TMA46	P27895	Q12000
CIT1	TMA46	P00890	Q12000
CMD1	TMA46	P06787	Q12000
CMS1	TMA46	Q07897	Q12000
COG3	TMA46	P40094	Q12000
CRP1	TMA46	P38845	Q12000
CUE3	TMA46	P53137	Q12000
DBP10	TMA46	Q12389	Q12000
DCP2	TMA46	P53550	Q12000
DED81	TMA46	P38707	Q12000
DEF1	TMA46	P35732	Q12000
DOT6	TMA46	P40059	Q12000
EBS1	TMA46	Q03466	Q12000
ECM32	TMA46	P32644	Q12000
ENO1	TMA46	P00924	Q12000
ENO2	TMA46	P00925	Q12000
FAP1	TMA46	P53971	Q12000
FAS1	TMA46	P07149	Q12000
FAS2	TMA46	P19097	Q12000
FBA1	TMA46	P14540	Q12000
FUN12	TMA46	P39730	Q12000
GCD11	TMA46	P32481	Q12000
GCN1	TMA46	P33892	Q12000
GCN20	TMA46	P43535	Q12000
GIR2	TMA46	Q03768	Q12000
GND1	TMA46	P38720	Q12000
GPI12	TMA46	P23797	Q12000
GPM1	TMA46	P00950	Q12000
GSC2	TMA46	P40989	Q12000
HEF3	TMA46	P53978	Q12000
HEK2	TMA46	P38199	Q12000
HMG1	TMA46	P12683	Q12000
HMG2	TMA46	P12684	Q12000
HRB1	TMA46	P38922	Q12000
HSC82	TMA46	P15108	Q12000
HSP150	TMA46	P32478	Q12000
HSP82	TMA46	P02829	Q12000
HXK2	TMA46	P04807	Q12000
HYP2	TMA46	P23301	Q12000
ILS1	TMA46	P09436	Q12000
ILV5	TMA46	P06168	Q12000
IMD2	TMA46	P38697	Q12000
IMD3	TMA46	P50095	Q12000
IMD4	TMA46	P50094	Q12000
KAR2	TMA46	P16474	Q12000
KOG1	TMA46	P38873	Q12000
KRE33	TMA46	P53914	Q12000
LSM12	TMA46	P38828	Q12000
MAE1	TMA46	P36013	Q12000
MAP1	TMA46	Q01662	Q12000
MAP2	TMA46	P38174	Q12000
MAS2	TMA46	P11914	Q12000
