	Gene names	Protein IDs	LFQ intensity 1	LFQ intensity 2	LFQ intensity 3	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15
456	CALR	P27797	0.0	20658000.0	0.0	0.0	0.0	43513000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
457	MAP4	P27816	23131000.0	45108000.0	26758000.0	0.0	13481000.0	65954000.0	17138000.0	34145000.0	41595000.0	26160000.0	30397000.0	14563000.0	28588000.0	29097000.0	21479000.0
458	CANX	P27824;O14967	19041000.0	34035000.0	26426000.0	29125000.0	0.0	66634000.0	0.0	15661000.0	0.0	20206000.0	40047000.0	20474000.0	0.0	0.0	0.0
459	PSMA5	P28066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
460	PSMB6	P28072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
461	ABCD3	P28288	10516000.0	0.0	17045000.0	18849000.0	12290000.0	18082000.0	11189000.0	0.0	0.0	0.0	0.0	0.0	0.0	18928000.0	0.0
462	NDUFS1	P28331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
463	POLD1	P28340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
464	MAPK1	P28482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
465	GRN	P28799	109860000.0	199690000.0	71719000.0	185950000.0	81309000.0	95314000.0	75214000.0	66161000.0	175600000.0	85163000.0	190110000.0	0.0	110180000.0	53516000.0	110300000.0
466	MPG	P29372	0.0	0.0	0.0	0.0	23293000.0	0.0	0.0	0.0	0.0	0.0	0.0	29726000.0	0.0	0.0	0.0
467	TKT	P29401	0.0	64686000.0	26597000.0	0.0	33020000.0	76500000.0	0.0	156230000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
468	RBMS1;RBMS3	P29558;Q6XE24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
469	EEF1D	P29692	20454000.0	46314000.0	24403000.0	36019000.0	13202000.0	57568000.0	9242500.0	21647000.0	0.0	21833000.0	0.0	20371000.0	18505000.0	20999000.0	0.0
470	ERP29	P30040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
471	PRDX6	P30041	20752000.0	61935000.0	45245000.0	31222000.0	0.0	27936000.0	0.0	37088000.0	25341000.0	0.0	30676000.0	0.0	0.0	0.0	0.0
472	PRDX3	P30048	42151000.0	92194000.0	39757000.0	60679000.0	19180000.0	113060000.0	16768000.0	38503000.0	41870000.0	40802000.0	65721000.0	31273000.0	35391000.0	26191000.0	15407000.0
473	RPL12	P30050	578770000.0	312840000.0	308090000.0	149230000.0	303940000.0	338930000.0	303750000.0	200830000.0	291830000.0	209830000.0	201690000.0	360020000.0	344990000.0	633650000.0	391100000.0
474	ECHS1	P30084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
475	CMPK1	P30085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
476	PEBP1	P30086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
477	PDIA3	P30101	32755000.0	69734000.0	31825000.0	31572000.0	17557000.0	89248000.0	0.0	25447000.0	0.0	23324000.0	42113000.0	24122000.0	0.0	0.0	0.0
478	PPP2R1A	P30153	19544000.0	41584000.0	28050000.0	0.0	17327000.0	42127000.0	0.0	29307000.0	0.0	0.0	0.0	0.0	22772000.0	26608000.0	0.0
479	CDC27	P30260	31558000.0	26534000.0	0.0	0.0	15374000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
480	NMT1	P30419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
481	HMOX2	P30519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
482	ADSS	P30520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
483	SRI	P30626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
484	ALDH1B1	P30837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
485	POLR2B	P30876	5450200.0	77844000.0	6808300.0	0.0	8357600.0	10734000.0	0.0	0.0	0.0	12316000.0	0.0	6530400.0	0.0	7182100.0	0.0
486	SDHA	P31040	0.0	0.0	0.0	0.0	0.0	50361000.0	16356000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
487	MAT2A	P31153;Q00266	0.0	28206000.0	25616000.0	29818000.0	12123000.0	30978000.0	13823000.0	22286000.0	0.0	16809000.0	0.0	16002000.0	21113000.0	15835000.0	0.0
488	DNAJA1	P31689	74359000.0	73447000.0	110090000.0	95136000.0	50056000.0	129280000.0	73699000.0	105690000.0	66483000.0	67514000.0	37074000.0	45362000.0	44142000.0	102170000.0	66688000.0
489	UQCRC1	P31930	0.0	18249000.0	0.0	0.0	0.0	25198000.0	0.0	0.0	0.0	0.0	0.0	9712000.0	0.0	0.0	0.0
490	ATIC	P31939	0.0	16665000.0	11361000.0	0.0	0.0	27132000.0	0.0	0.0	0.0	0.0	10541000.0	0.0	0.0	0.0	0.0
491	HNRNPH3	P31942	0.0	0.0	0.0	0.0	30882000.0	0.0	0.0	40945000.0	0.0	37822000.0	0.0	0.0	0.0	0.0	0.0
492	HNRNPH1	P31943	296820000.0	179070000.0	242120000.0	39025000.0	447620000.0	261070000.0	336780000.0	467530000.0	45088000.0	508640000.0	69768000.0	359690000.0	317280000.0	275530000.0	544620000.0
493	YWHAB	P31946	0.0	0.0	16259000.0	0.0	0.0	32060000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
494	STIP1	P31948	20036000.0	44158000.0	22972000.0	0.0	0.0	80017000.0	0.0	0.0	0.0	22505000.0	0.0	0.0	0.0	0.0	0.0
495	PRDX2	P32119	26667000.0	52087000.0	0.0	26673000.0	0.0	54317000.0	0.0	27737000.0	0.0	24894000.0	46702000.0	0.0	0.0	0.0	0.0
496	PYCR1;PYCR2	P32322;Q96C36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
497	RPL9	P32969	309390000.0	199000000.0	229860000.0	104790000.0	239990000.0	235430000.0	208730000.0	146020000.0	158420000.0	154310000.0	145190000.0	300380000.0	251090000.0	402680000.0	261970000.0
498	KIF5B	P33176;O60282;Q12840	0.0	0.0	0.0	8771800.0	0.0	15580000.0	0.0	11389000.0	0.0	0.0	0.0	0.0	7577200.0	0.0	0.0
499	CSTF2	P33240	0.0	0.0	2363400000.0	0.0	3182299999.9999995	0.0	3722200000.0	0.0	0.0	0.0	0.0	1875500000.0	2922999999.9999995	0.0	0.0
500	MCM4	P33991	720320000.0	6932100.0	514980000.0	9814200.0	0.0	2662300.0	1488600.0	0.0	0.0	0.0	5025700000.0	1482299999.9999998	6971500.0	0.0	2490900000.0
501	MCM5	P33992	36279000.0	28021000.0	41115000.0	22590000.0	20410000.0	34639000.0	24457000.0	26589000.0	26461000.0	26066000.0	96202000.0	40583000.0	25642000.0	31512000.0	48669000.0
502	MCM7	P33993	183640000.0	21227000.0	161770000.0	19265000.0	9998500.0	13654000.0	10955000.0	27024000.0	1364000.0	9483500.0	1258700000.0	356150000.0	12326000.0	9398900.0	589840000.0
503	SHMT1	P34896	0.0	0.0	0.0	0.0	0.0	0.0	17023000.0	0.0	0.0	0.0	0.0	0.0	0.0	20767000.0	0.0
504	SHMT2	P34897	13889000.0	26722000.0	20512000.0	0.0	0.0	53874000.0	0.0	0.0	0.0	13103000.0	19095000.0	12885000.0	13579000.0	0.0	0.0
505	HSPA4	P34932	0.0	18170000.0	22641000.0	0.0	0.0	31555000.0	13534000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
506	PHB	P35232	31306000.0	86545000.0	47535000.0	55611000.0	16612000.0	84986000.0	15612000.0	42599000.0	42604000.0	42679000.0	71766000.0	24290000.0	32018000.0	20140000.0	11809000.0
507	RPA3	P35244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
508	RFC4	P35249	0.0	0.0	12581000.0	0.0	9861500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18695000.0	0.0
509	RFC2	P35250	18196000.0	0.0	0.0	0.0	0.0	20869000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20406000.0	18180000.0
510	RFC1	P35251	25297000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17244000.0	30442000.0	15005000.0
511	RPL22	P35268	559660000.0	281090000.0	386590000.0	91032000.0	532360000.0	418030000.0	459430000.0	322250000.0	228770000.0	349370000.0	221780000.0	427060000.0	490020000.0	666310000.0	557250000.0
512	CBS	P35520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
513	MYH9	P35579;P12883;P13535;Q9UKX3;Q9Y623;P13533;P12882;Q9UKX2;A7E2Y1	537750000.0	287110000.0	431450000.0	63566000.0	479670000.0	304270000.0	701550000.0	147460000.0	341430000.0	208100000.0	20840000.0	409320000.0	512500000.0	686130000.0	164030000.0
514	MYH10	P35580	143260000.0	36400000.0	94840000.0	0.0	124860000.0	69091000.0	183110000.0	8443900.0	28516000.0	37317000.0	0.0	88914000.0	123940000.0	223910000.0	14518000.0
515	COPB2	P35606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13601000.0	0.0	0.0	0.0	0.0	8988000.0	0.0	0.0
516	BSG	P35613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
517	FUS	P35637	1214300000.0	110030000.0	252280000.0	0.0	456230000.0	798820000.0	321730000.0	2761600000.0	73411000.0	2719100000.0	0.0	259330000.0	257460000.0	165160000.0	3258699999.9999995
518	DEK	P35659	8788600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14995000.0	0.0
519	MYH11	P35749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
520	PSMC2	P35998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
521	ARL2	P36404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
522	ATP5C1	P36542	110050000.0	109280000.0	133460000.0	179570000.0	76025000.0	137110000.0	101260000.0	151630000.0	117290000.0	131900000.0	110700000.0	77300000.0	99459000.0	139670000.0	99042000.0
523	CPOX	P36551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
524	RPL4	P36578	621450000.0	380280000.0	375690000.0	177630000.0	378090000.0	408070000.0	375100000.0	238200000.0	275640000.0	261910000.0	190150000.0	402940000.0	379690000.0	663750000.0	443920000.0
525	LONP1	P36776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
526	PPP1CC	P36873	153730000.0	80250000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130480000.0	0.0	0.0	0.0	125050000.0	322010000.0
527	POLR2I	P36954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
528	DLST	P36957	0.0	0.0	0.0	0.0	0.0	127000000.0	72894000.0	0.0	0.0	128640000.0	220220000.0	0.0	71130000.0	0.0	0.0
529	SRP14	P37108	132730000.0	57822000.0	89739000.0	0.0	111090000.0	102840000.0	125470000.0	0.0	0.0	85556000.0	0.0	98063000.0	0.0	132760000.0	0.0
530	TAGLN2	P37802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531	TALDO1	P37837	0.0	16818000.0	0.0	0.0	0.0	18780000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532	ETFB	P38117	0.0	11866000.0	10519000.0	0.0	0.0	24527000.0	0.0	0.0	0.0	0.0	0.0	0.0	9340000.0	0.0	0.0
533	RBMX;RBMXL1	P38159;Q96E39;O75526;Q8N7X1	90915000.0	43895000.0	106100000.0	0.0	186260000.0	61609000.0	124580000.0	169070000.0	0.0	173300000.0	0.0	130370000.0	145520000.0	56904000.0	187810000.0
534	COIL	P38432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535	HSPA9	P38646	176110000.0	306110000.0	159790000.0	330980000.0	186130000.0	203510000.0	137550000.0	208040000.0	314730000.0	199980000.0	375740000.0	170970000.0	164580000.0	163850000.0	167690000.0
536	EIF4A3	P38919	39530000.0	37210000.0	66463000.0	0.0	94014000.0	48715000.0	110600000.0	23232000.0	16011000.0	30945000.0	0.0	96342000.0	76247000.0	48516000.0	34767000.0
537	IGHMBP2	P38935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538	RPS19	P39019	410070000.0	241640000.0	290100000.0	142800000.0	296150000.0	365180000.0	365200000.0	438850000.0	296780000.0	529010000.0	391430000.0	269110000.0	258620000.0	391030000.0	714920000.0
539	RPL3	P39023;Q92901	269220000.0	160040000.0	171420000.0	91556000.0	150570000.0	175830000.0	186230000.0	99155000.0	97706000.0	128450000.0	71209000.0	153780000.0	171330000.0	290190000.0	220760000.0
540	DDOST	P39656	0.0	31830000.0	0.0	0.0	0.0	52073000.0	0.0	0.0	0.0	0.0	0.0	26232000.0	0.0	0.0	0.0
541	ANP32A	P39687;Q92688	24995000.0	34771000.0	0.0	0.0	0.0	59272000.0	0.0	0.0	0.0	0.0	33217000.0	0.0	0.0	0.0	0.0
542	FEN1	P39748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543	CUX1	P39880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
544	TXLNA	P40222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
545	CCT6A	P40227	23334000.0	15032000.0	35390000.0	35027000.0	12896000.0	123050000.0	0.0	16275000.0	0.0	23753000.0	60640000.0	13134000.0	16967000.0	17109000.0	12280000.0
546	RPL13A	P40429;Q6NVV1	251060000.0	137830000.0	146530000.0	88329000.0	133850000.0	171320000.0	151030000.0	85969000.0	112050000.0	101820000.0	65206000.0	162930000.0	143690000.0	269750000.0	158830000.0
547	MDH1	P40925	0.0	15971000.0	0.0	0.0	0.0	27120000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
548	MDH2	P40926	64884000.0	203380000.0	71015000.0	97782000.0	22686000.0	231870000.0	0.0	51238000.0	80564000.0	59596000.0	129750000.0	58027000.0	71169000.0	27563000.0	0.0
549	RFC5	P40937	22498000.0	0.0	0.0	0.0	15643000.0	0.0	0.0	18070000.0	0.0	0.0	0.0	0.0	15322000.0	26342000.0	16793000.0
550	RFC3	P40938	0.0	0.0	14112000.0	0.0	18409000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27586000.0	0.0
551	HADHA	P40939	12095000.0	21992000.0	15943000.0	20004000.0	13924000.0	24380000.0	12052000.0	11143000.0	0.0	31290000.0	0.0	12805000.0	14267000.0	23818000.0	10749000.0
552	EIF2S3;EIF2S3L	P41091;Q2VIR3	42365000.0	39035000.0	27902000.0	20168000.0	29993000.0	33689000.0	24083000.0	21336000.0	0.0	25226000.0	0.0	27511000.0	26489000.0	44445000.0	30580000.0
553	ETV6	P41212	0.0	156300000.0	58149000.0	0.0	0.0	96382000.0	40562000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554	NAA10	P41227;Q9BSU3	45725000.0	0.0	0.0	0.0	0.0	56253000.0	22243000.0	0.0	0.0	0.0	0.0	0.0	0.0	50272000.0	0.0
555	GARS	P41250	20789000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21265000.0	0.0
556	IARS	P41252	16608000.0	33550000.0	16491000.0	26214000.0	0.0	40877000.0	0.0	0.0	0.0	0.0	32245000.0	15676000.0	14729000.0	0.0	0.0
557	EIF1;EIF1B	P41567;O60739	0.0	0.0	0.0	0.0	0.0	44878000.0	0.0	0.0	0.0	23689000.0	0.0	0.0	0.0	0.0	0.0
558	PRKCI	P41743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
559	ACTR1B	P42025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
560	TMPO	P42166	49329000.0	113150000.0	54541000.0	27249000.0	62417000.0	72633000.0	59241000.0	59526000.0	46829000.0	53209000.0	53750000.0	57536000.0	70027000.0	89707000.0	32297000.0
561	SKIV2L2	P42285	154810000.0	42848000.0	2375700.0	18579000.0	2616800.0	3290900.0	16107000.0	0.0	0.0	0.0	0.0	56885000.0	63598000.0	51745000.0	7758400.0
562	RPS27;RPS27L	P42677;Q71UM5	188850000.0	176120000.0	212020000.0	242010000.0	181100000.0	229590000.0	167290000.0	178890000.0	0.0	159990000.0	134220000.0	82905000.0	164960000.0	170810000.0	200450000.0
563	HELZ	P42694	11579000.0	0.0	0.0	0.0	15880000.0	0.0	9467300.0	14118000.0	0.0	23890000.0	0.0	0.0	0.0	10359000.0	19293000.0
564	RBM34	P42696	12675000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23940000.0	0.0
565	LRPPRC	P42704	15955000.0	27215000.0	28012000.0	28717000.0	12756000.0	75447000.0	22579000.0	24546000.0	0.0	22819000.0	30432000.0	19256000.0	17786000.0	10545000.0	11284000.0
566	RPL35	P42766	1060500000.0	582110000.0	668460000.0	257540000.0	765060000.0	803230000.0	882910000.0	684440000.0	524050000.0	733150000.0	560090000.0	711490000.0	756990000.0	975760000.0	1142300000.0
567	CDKN2A;CDKN2B	P42771;P42772	17191000.0	0.0	18512000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
568	MATR3	P43243	235220000.0	89601000.0	268630000.0	23088000.0	496600000.0	162130000.0	326930000.0	360880000.0	55021000.0	363410000.0	20780000.0	348040000.0	325430000.0	192690000.0	402780000.0
569	MSH2	P43246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
570	RANBP1	P43487	51555000.0	95718000.0	0.0	51486000.0	23328000.0	104750000.0	0.0	0.0	42633000.0	28061000.0	79098000.0	31819000.0	51771000.0	0.0	0.0
571	NAMPT	P43490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
572	PSMC4	P43686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
573	VDAC2	P45880	57960000.0	160560000.0	130560000.0	178500000.0	58765000.0	196290000.0	86654000.0	111120000.0	0.0	76507000.0	103430000.0	66531000.0	81254000.0	48892000.0	35272000.0
574	MKI67	P46013	30616000.0	4160600.0	22122000.0	0.0	33686000.0	13552000.0	34791000.0	2615300.0	3775300.0	13931000.0	0.0	26896000.0	26700000.0	41375000.0	24934000.0
575	RANGAP1	P46060	0.0	0.0	0.0	19391000.0	0.0	24106000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
576	NOP2	P46087	36226000.0	21240000.0	21175000.0	0.0	21998000.0	21294000.0	17304000.0	10380000.0	0.0	0.0	0.0	22202000.0	23607000.0	49931000.0	23384000.0
577	NSF	P46459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578	BRCC3	P46736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
579	RPL27A	P46776	497160000.0	269170000.0	305400000.0	212930000.0	378850000.0	283220000.0	298200000.0	309370000.0	228130000.0	305480000.0	249850000.0	347490000.0	360490000.0	487050000.0	496700000.0
580	RPL5	P46777	132820000.0	113470000.0	121780000.0	57369000.0	75760000.0	179030000.0	78592000.0	67362000.0	81961000.0	64778000.0	59790000.0	101750000.0	91266000.0	163880000.0	95629000.0
581	RPL21	P46778	538510000.0	294560000.0	365610000.0	178400000.0	339940000.0	427980000.0	403450000.0	253560000.0	316310000.0	280100000.0	224060000.0	372050000.0	441100000.0	757240000.0	498580000.0
582	RPL28	P46779	271840000.0	142930000.0	186850000.0	0.0	190530000.0	194450000.0	187140000.0	117030000.0	100080000.0	126110000.0	82957000.0	186960000.0	175900000.0	232240000.0	161390000.0
583	RPS9	P46781	478400000.0	270360000.0	362370000.0	161520000.0	383500000.0	383310000.0	374590000.0	365280000.0	310370000.0	400720000.0	283710000.0	325560000.0	333160000.0	473810000.0	602330000.0
584	RPS5	P46782	838130000.0	553100000.0	679610000.0	235050000.0	739730000.0	706850000.0	744300000.0	1076100000.0	671080000.0	975150000.0	493540000.0	636180000.0	503460000.0	945640000.0	1254400000.0
585	RPS10	P46783;Q9NQ39	473480000.0	406600000.0	382760000.0	235150000.0	429280000.0	566570000.0	504250000.0	513050000.0	484570000.0	631500000.0	413890000.0	439150000.0	395280000.0	622850000.0	908660000.0
586	IQGAP1	P46940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
587	CAPZA2	P47755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
588	CAPZB	P47756	22015000.0	0.0	0.0	44800000.0	0.0	17760000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19837000.0
589	EIF1AX	P47813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
590	QARS	P47897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
591	RPL29	P47914	182610000.0	0.0	120330000.0	51197000.0	120010000.0	134880000.0	118720000.0	87180000.0	0.0	91259000.0	0.0	97663000.0	106940000.0	0.0	125750000.0
592	ZFP36L2	P47974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
593	ATP5O	P48047	55534000.0	31754000.0	76098000.0	85632000.0	34042000.0	72461000.0	64700000.0	115690000.0	0.0	76225000.0	88924000.0	42269000.0	49475000.0	55997000.0	66075000.0
594	ARCN1	P48444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
595	PRRC2A	P48634	40245000.0	38819000.0	39317000.0	0.0	52663000.0	24875000.0	46307000.0	36645000.0	41026000.0	61374000.0	0.0	46022000.0	40505000.0	39104000.0	55468000.0
596	CCT5	P48643	20275000.0	95864000.0	55998000.0	38210000.0	11561000.0	106490000.0	10360000.0	31404000.0	36969000.0	21099000.0	47746000.0	14413000.0	19210000.0	7974000.0	0.0
597	PTDSS1	P48651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17807000.0	8857300.0
598	IDH2	P48735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
599	PITPNB	P48739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
600	POLD2	P49005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
601	MARCKSL1	P49006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602	ALDH9A1	P49189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603	RPL34	P49207	53191000.0	0.0	0.0	0.0	0.0	43960000.0	34498000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604	NASP	P49321	0.0	22224000.0	0.0	0.0	0.0	32538000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605	FASN	P49327	25824000.0	64450000.0	40705000.0	44160000.0	11458000.0	101550000.0	15599000.0	28265000.0	23088000.0	30602000.0	45833000.0	21746000.0	21447000.0	21917000.0	0.0
606	CCT3	P49368	33346000.0	108140000.0	66279000.0	71641000.0	26188000.0	119550000.0	23937000.0	45470000.0	50679000.0	50474000.0	75006000.0	35078000.0	43710000.0	37181000.0	19438000.0
607	MRPL19	P49406	0.0	0.0	46169000.0	0.0	56490000.0	0.0	37293000.0	0.0	0.0	0.0	0.0	52926000.0	63905000.0	0.0	0.0
608	TUFM	P49411	99958000.0	107330000.0	159360000.0	166660000.0	58931000.0	193640000.0	80303000.0	152720000.0	115290000.0	89475000.0	69845000.0	68543000.0	89157000.0	215980000.0	132790000.0
609	CENPF	P49454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
610	SRP9	P49458	0.0	37249000.0	36171000.0	0.0	0.0	44920000.0	21161000.0	0.0	0.0	0.0	0.0	34366000.0	32364000.0	51507000.0	42032000.0
611	AARS	P49588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
612	SARS	P49591	0.0	18151000.0	0.0	0.0	0.0	21532000.0	0.0	0.0	0.0	10652000.0	0.0	0.0	0.0	0.0	0.0
613	PPM1F	P49593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614	CSNK1E;CSNK1D	P49674;P48730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
615	PSMB3	P49720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616	MCM2	P49736	1237600000.0	18489000.0	928450000.0	43644000.0	0.0	8751700.0	14805000.0	0.0	15473000.0	2574600.0	7152999999.999998	2394200000.0	34166000.0	0.0	2239800000.0
617	YLPM1	P49750	14931000.0	0.0	15578000.0	0.0	24581000.0	0.0	17824000.0	13434000.0	0.0	0.0	0.0	18393000.0	20414000.0	0.0	18182000.0
