PG.ProteinGroups	PG.Genes	PG.ProteinNames	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.NrOfPrecursorsIdentified	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.NrOfPrecursorsIdentified	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.NrOfPrecursorsIdentified	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.NrOfPrecursorsIdentified	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.NrOfPrecursorsIdentified	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.NrOfPrecursorsIdentified	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.NrOfPrecursorsIdentified	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.NrOfPrecursorsIdentified	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.NrOfPrecursorsIdentified	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.NrOfPrecursorsIdentified	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.NrOfPrecursorsIdentified	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.NrOfPrecursorsIdentified	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.NrOfPrecursorsIdentified	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.NrOfPrecursorsIdentified	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.NrOfPrecursorsIdentified	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.Quantity	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.Quantity	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.Quantity	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.Quantity	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.Quantity	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.Quantity	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.Quantity	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.Quantity	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.Quantity	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.Quantity	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.Quantity	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.Quantity	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.Quantity	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.Quantity	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.Quantity	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.IBAQ	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.IBAQ	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.IBAQ	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.IBAQ	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.IBAQ	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.IBAQ	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.IBAQ	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.IBAQ	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.IBAQ	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.IBAQ	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.IBAQ	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.IBAQ	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.IBAQ	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.IBAQ	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.IBAQ
P22803	TRX2	TRX2_YEAST	14	14	14	14	13	14	14	13	14	14	14	14	14	13	15	846860.9375	844606.4375	310524	683533.9375	653664.8125	865892.4375	434031.9375	901178.1875	858152.4375	1206756.625	1116079.75	1136591.375	999407.1875	528518.4375	564985.625	600349.8	649309.1	231349.7	513043.2	525821.2	672532.1	334654.4	670152.1	653991.5	914569.2	871399.8	857414.4	792059.2	423271.7	436479.3
P22855	AMS1	MAN1_YEAST	6	3	3	5	0	6	5	6	6	3	7	3	7	5	3	68146.3515625	25657.203125	9905.44921875	48237.33984375	NaN	91039.421875	24362.443359375	90689.3828125	70860.7890625	10275.3857421875	75544.5078125	10706.849609375	78689.8359375	26274.759765625	7088.0654296875	3837.9	1384.3	412	3160.1	NaN	5439	1445.6	5057.3	4991.8	171.5	6213.6	158.9	5223	1637.3	216.5
P22943	HSP12	HSP12_YEAST	14	13	10	13	10	12	12	10	14	12	14	10	14	13	10	1099830.875	481554.34375	29420.06640625	126781.9765625	73314.3671875	214511.046875	193047.203125	173561.953125	1311623.25	125301.2578125	1425015.375	121532.8671875	184579.6875	78225.96875	65038.59375	1367703.2	601404.7	36042.4	153123.6	80114.7	282927.3	246793.4	202269.4	1649126.8	151957.6	1828298.8	149194.3	232839.6	102544	81884.5
P23180	AIM17	AIM17_YEAST	5	3	5	5	4	5	4	4	4	5	5	5	5	5	4	41055.0546875	47045.58984375	37086.48828125	42228.23828125	20976.85546875	58820.08203125	37740.80078125	53814.44140625	48362.7890625	48631.65234375	59030.21875	46158.66015625	57545.703125	47919.9375	43770.453125	9660.5	7187.8	10003.7	9856.4	4170.9	14193.3	7863.8	9793.1	8759.3	11092.8	13529.7	11716.3	12462.5	9334.1	7777.4
P23202	URE2	URE2_YEAST	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	NaN	NaN	34286.71875	NaN	NaN	NaN	32224.646484375	NaN	NaN	NaN	NaN	23997.337890625	NaN	31970.251953125	NaN	4665.9	4937.9	5377.7	2928.4	3404.5	2950.1	4924	3444.4	3377.9	4567.6	4167.4	7540.1	4085	4978.1	3518.6
P23248	RPS1B	RS3A2_YEAST	60	57	60	60	57	60	59	55	58	59	59	60	58	60	60	5074228	5759766	6696314.5	5289622.5	6349715.5	4933742	6510760.5	4621536	5203580	4799510	4524255	4908754.5	4925935.5	6448163.5	6839529	6602125.9	7611089.4	8109685.3	6522739.1	8160464.5	5957149.6	8209121.4	5745454	6651738.9	6024481.4	5612377.8	6276934.8	6087631	8007335.5	8189939.1
P23254	TKL1	TKT1_YEAST	52	50	56	54	51	56	52	52	52	55	51	54	54	55	55	1161666	1170122.125	905136.875	784980.5625	1112791.375	1312595	956045.6875	1326279.625	1167749.375	1336140.5	934406.5625	1347233.25	1246129.5	1012784.4375	981266.5625	421725.5	442539.7	328809.2	302849.9	425610.7	490892.6	374405.5	496553.7	431430	507609.6	369693.9	532185.3	476588	382174.8	369467.7
P23291	YCK1	KC11_YEAST	4	2	4	4	3	4	3	2	3	4	4	3	4	4	3	37201.40625	37169.05078125	54805.66796875	34574.91796875	28830.654296875	23312.142578125	30758.8828125	16563.669921875	52279.671875	28062.32421875	40013.296875	24820.787109375	40249	33777.30078125	42015.296875	5630.4	3555.5	7816.8	5123	3898.2	3790	4168	1753	3000.4	3675	5473.7	3816.9	5496.2	5555.3	5502.6
P23292	YCK2	KC12_YEAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	60111.4609375	34027.9296875	48706.69921875	48121.0703125	50772.6171875	43354.41796875	60710.4296875	52775.7890625	59207.83203125	38270.796875	34009.015625	38839.7109375	64154.171875	75916.390625	79785.078125	4433.5	2510.8	3592.6	3548.1	3760.9	3213.2	4497.4	3873.5	4386	2818.8	2520.4	2905.1	4770.9	5729.7	5864.5
P23301	HYP2	IF5A1_YEAST	37	36	40	39	37	40	39	38	38	40	40	41	39	38	41	2029970.125	2293870.25	1454637.375	1766962	2039210.875	2156704.25	1516451	2172771.25	2006959.625	2233553.25	2479702.5	2461607.75	1990257.25	1634393.125	1644665.125	4771628.6	5273171.2	3650004.9	4103444.8	5168892.2	5307523.5	4576322.8	5230460	5174588.3	6217444.3	6161706.3	6107078.4	5176784.3	4417235.4	4352664.8
P23337	GSY1	GYS1_YEAST	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	NaN	NaN	NaN	10717.2099609375	NaN	NaN	95038.015625	NaN	NaN	NaN	NaN	NaN	12097.3603515625	NaN	NaN	NaN	NaN	1122.4	315.2	3486.5	NaN	2795.2	349	NaN	489.2	288.8	NaN	355.8	938.1	1050.7
P23500	MRS4	MRS4_YEAST	2	2	4	4	3	3	2	3	2	4	1	3	3	4	3	20610.73046875	20625.892578125	48202.25390625	36629.5234375	28364.666015625	24683.697265625	29667.37890625	27270.47265625	18477.607421875	26630.244140625	NaN	NaN	17054.5625	33915.546875	32473.8046875	3162.8	3041.7	9964.6	6603.2	4769.4	4799.3	4150.1	5156.9	1470.8	4550.4	1193.3	2996.8	3729.8	7025.5	5715.2
P23503	NAR1	NAR1_YEAST	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	5497.763671875	NaN	19675.923828125	NaN	NaN	9185.8876953125	NaN	NaN	NaN	21788.41015625	NaN	NaN	6052.498046875	22000.052734375	17314.853515625	177.3	NaN	634.7	NaN	NaN	296.3	NaN	NaN	572.6	702.9	NaN	NaN	195.2	709.7	558.5
P23542	AAT2	AATC_YEAST	26	20	25	25	22	24	22	23	25	24	25	25	24	25	25	228044.78125	211096.6875	198133.484375	232595.203125	217486.28125	289437.25	209539.515625	226987.734375	242327.046875	271194.6875	278986.40625	266680.6875	271391.1875	251934.78125	229192.625	146188.2	130551.5	130888	144796.2	116412.8	177804.2	139650.7	138642.7	146431.6	165773	176424.5	164648	171795.8	160090.4	148242.3
P23561	STE11	STE11_YEAST	0	1	2	1	1	1	2	2	2	0	0	0	0	2	1	NaN	NaN	9396.9111328125	NaN	NaN	NaN	NaN	9340.4189453125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	223.1	611.4	556.3	256.9	0	279.1	613.5	263.1	NaN	NaN	NaN	NaN	129.5	299.9
P23585	HXT2	HXT2_YEAST	9	8	10	9	9	10	10	8	9	10	8	8	8	10	10	153517.9375	138099.71875	199605.703125	131258.171875	128139.40625	141266.59375	181323.890625	167396.640625	111847.3203125	156255.703125	119730.953125	138746.109375	107260.234375	167436.1875	160534.25	34129.5	29920.3	44772.7	29703.1	28894.4	30680.7	38248.1	35168.1	23672.5	36580	27256.7	31466.7	24711.7	35958.1	34882.9
P23615	SPT6	SPT6_YEAST	7	7	8	7	6	8	8	6	8	6	7	7	7	9	7	39220.37109375	35872.08203125	37246.71484375	40302.27734375	33750.7734375	43799.31640625	46123.25390625	34810.6484375	45264.2265625	53400.6875	44619.11328125	50394.40234375	38215.05859375	36001.86328125	40779.98046875	2901.3	2989.4	3033.5	3169.6	2442.5	3079.9	3551.2	2245.5	3363.5	3611.5	3355.8	3776.1	2638.5	2701.4	2779.1
P23638	PRE9	PSA3_YEAST	5	5	6	6	4	6	5	6	5	6	5	6	6	6	6	208528.640625	156670.59375	142972.375	161300.796875	134691.203125	183525.546875	175720.921875	199089.890625	236597.046875	181734.09375	168340.890625	154415.75	199479.578125	153720.15625	148754	40992.3	35214.1	32782.9	36823.5	27780	43787.9	40703.4	48376.8	45647.6	43685.6	38424.3	35427.4	43981.1	37897.6	33516.4
P23639	PRE8	PSA2_YEAST	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	62938.68359375	46385.8671875	65069.078125	46507.0859375	47169.2265625	64865.61328125	68046.640625	56092.140625	77561.765625	78197.359375	67233.4609375	81513.4765625	62279.51953125	80165.421875	73999.015625	28069.1	20184.1	26975.1	17328.4	23594.9	25147.3	26537.8	24712.9	33314	34801.5	27311.3	33291	26088.7	35328.8	34698.9
P23641	MIR1	MPCP_YEAST	38	31	37	36	34	38	33	33	32	35	34	35	37	39	37	1281861.75	1418533.5	1803821.25	2031894.375	1655039.25	2182336.75	1504508.625	2222602.25	1349399.5	1456591.125	1228956.125	1447659	2069117.625	1866656.25	1813529.5	668091.8	687161.9	886856.3	992487.3	783426.6	1096052.3	828848.3	1082571.7	691543	676272.7	617992.8	680822.9	991663.4	908763.6	876543.7
P23642	VAN1	VAN1_YEAST	7	4	7	7	5	7	6	7	6	7	6	7	7	7	7	55682.4921875	66209.796875	86104.34375	77493.65625	73631.6171875	80196.890625	68824.015625	50628.4921875	39890.640625	65976.484375	55878.2734375	59864.6484375	60448.94140625	71972.4453125	75052.0703125	10596.9	9409.8	15566.5	14252.2	9814.4	13346.8	12527.8	9022.3	7494.9	12066	8826.3	10551.5	10561.4	13214.8	13339.9
P23644	TOM40	TOM40_YEAST	14	14	14	14	14	14	14	12	13	14	13	13	13	14	14	235084.171875	203498.3125	232307.375	259461.25	227585.84375	237859.421875	251967.421875	245295.09375	188581.484375	213231.28125	244726.328125	204821.96875	186770.171875	253081.640625	208098.875	79387.4	63169.9	79782.3	85711	83515.3	85635.2	88796.6	81424.5	61983.8	74171	80414.1	70291.6	70619.7	93175.7	75717.3
P23724	PRE7	PSB6_YEAST	9	7	9	8	8	9	8	8	8	8	8	8	8	9	9	150490.5625	119998.609375	179226.3125	146427.65625	151262.640625	143629.40625	196921.015625	164418.8125	174107.453125	113622.875	130603.5	114770.453125	156198.1875	198550.515625	166502.3125	48261.5	38303.8	60858.1	49706.9	44558.1	50303.1	62790.9	54605.7	62096.3	37035.7	43574.9	37392.7	52221.7	70084.4	58893
P23776	EXG1	EXG1_YEAST	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	NaN	NaN	NaN	NaN	NaN	NaN	35917.95703125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	1225.8	639.5	NaN	974.7	1710.4	NaN	213.7	NaN	NaN	NaN	NaN	203.8	689.1
P24000	RPL24B	RL24B_YEAST	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	353624.46875	474330.03125	347781.3125	344615.59375	401230.59375	320448.15625	373282.90625	326185.84375	370144.53125	314739.21875	345836.6875	359524	357921.25	334017.53125	377693.15625	516387.2	702039	535543.1	465320.1	602559.2	429644.8	581703.3	458162.4	521180.9	438978.4	452155	491393.3	480666.1	478180.6	517706.3
P24004	PEX1	PEX1_YEAST	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	111072.8203125	73273.1484375	81977.7265625	123640.6640625	NaN	159006.03125	77300.609375	142689.515625	112067.9921875	119614.296875	NaN	136701.328125	201434.3125	110485.9140625	102763.828125	2136	1409.1	1576.5	2377.7	NaN	3057.8	1486.6	2744	2155.2	2300.3	NaN	2628.9	3873.7	2124.7	1976.2
P24031	PHO3	PPA3_YEAST	4	4	2	3	2	4	3	4	3	4	4	4	4	4	4	25286.94140625	35093.30078125	9350.9130859375	10691.9462890625	16884.72265625	41273.37890625	35726.2109375	31290.720703125	25488.224609375	78528.890625	46309.72265625	47975.91015625	40680.46875	31985.984375	23872.544921875	5102.7	6811.4	1057	2504.4	2247.8	8271.9	4359	6292.7	3149.7	15490.4	9588.1	10130.1	7907.3	5248.4	4307.7
P24276	SSD1	SSD1_YEAST	9	5	9	8	8	9	8	8	8	7	8	8	9	9	9	25125.35546875	35078.98046875	51959.39453125	35331.46484375	31919.6015625	22800.42578125	32112.70703125	34750.125	25834.09765625	21653.875	20120.3984375	18522.58984375	24081.853515625	36093.76953125	37124.41015625	3415.4	3338.3	6466.8	4070.4	4328.1	3446.7	3781.7	4653.2	3275.2	1727.7	2464.2	2157.8	3084.8	4665.4	5130.7
P24279	MCM3	MCM3_YEAST	2	1	3	3	3	3	3	2	1	1	1	0	1	2	2	22893.91796875	36902.9140625	29857.2734375	9981.9345703125	19254.17578125	18285.361328125	28596.33203125	24171.373046875	24685.953125	10667.6298828125	25240.9765625	NaN	19415.494140625	24061.99609375	23528.5078125	836.5	670.4	1270.4	606.3	1558.1	1045.7	1173.6	968.7	487.7	193.8	458.5	NaN	352.7	757.1	895
P24280	SEC14	SEC14_YEAST	12	13	14	12	13	14	13	13	13	13	13	14	13	14	14	218069.484375	200778.125	187637.15625	213460.265625	191871.734375	240391.234375	232482.40625	210681.171875	235676.25	366467.3125	323249.78125	299039.375	257697.859375	207301.390625	218331.265625	75030.8	81160.4	68735.2	72628.1	76733.2	99842.1	87619.7	80355.5	88624.4	143421.4	117193.2	122939.5	100675.3	93593.7	90494.2
P24521	ERG8	ERG8_YEAST	6	5	7	7	5	7	5	6	6	7	7	6	6	7	6	33491.8359375	48455.14453125	43098.42578125	38688.33203125	47339.5390625	45695.54296875	49775.12890625	45937.4609375	42846.1796875	62671.39453125	49317.21875	53419.359375	45537.37890625	48158.859375	37339.15625	4728.7	6634.2	7742.8	6977	5864.1	8586	6948.1	6027	7295.4	11256.2	8895.4	8595.5	6928.5	6549.9	5821.5
P24583	PKC1	KPC1_YEAST	2	3	2	3	1	3	2	1	2	1	2	1	0	3	3	10733.4326171875	NaN	16913.654296875	15958.384765625	10384.716796875	8069.568359375	10434.615234375	25738.89453125	5953.30859375	NaN	5837.87939453125	16832.958984375	NaN	11856.1640625	17979.80859375	312.5	532.4	593.6	188.2	122.5	99.6	602	303.5	208.2	0	197.7	198.5	NaN	494.4	440.9
P24783	DBP2	DBP2_YEAST	47	47	51	48	49	47	47	43	47	45	43	48	46	51	50	513483.6875	568641.9375	665714.625	489450.28125	657497.4375	356925.03125	706430.0625	388517.375	488405.25	300905.84375	245660.71875	351035.25	375054.28125	683068	643014.5	381321.4	433674.8	510140.7	374786.1	525802.1	282996.7	546803.2	288029.5	370951.8	251415.9	202976	281365.7	308899.2	557048.9	497435
P24784	DBP1	DBP1_YEAST	26	10	12	22	113	28	117	14	117	6	15	18	36	117	113	72834.671875	48620.8671875	23543.181640625	45720.23828125	6903055.5	20406.947265625	9634612	12472.044921875	11115673	34151.6484375	16492.408203125	101043.5703125	39627.41796875	2699818.5	2006840.25	145928.9	161397.4	4115.4	47272.8	9378592	19231.5	10934112.5	5798.7	14428678.6	10573.1	18081.3	103449	153829.7	3941636.3	2441872
P24814	GRR1	GRR1_YEAST	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	12091.7626953125	NaN	NaN	NaN	NaN	24282.8515625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	188.9	NaN	NaN	NaN	NaN	379.4	NaN	NaN	NaN	NaN
P24867	PCL1	PCL1_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	172935.109375	227830.34375	115492.3671875	71645.53125	111910.046875	207619.40625	146665.4375	114759.15625	134124.0625	149663.578125	146776.125	143263.90625	166157.375	15125.09765625	121781.0859375	9607.5	12657.2	6416.2	3980.3	6217.2	11534.4	8148.1	6375.5	7451.3	8314.6	8154.2	7959.1	9231	840.3	6765.6
P25037	UBP1	UBP1_YEAST	8	6	8	8	7	7	7	8	7	7	7	8	7	8	8	62320.90234375	52187.8984375	69547.828125	67492.2890625	72210.59375	69584.4140625	79081.59375	65785.8671875	66469.3046875	77140.671875	76100.9296875	75094.4375	65372.62109375	68676.125	70253.7734375	8890.7	7095.9	11161.3	11051.5	9363	11423.4	10945.7	11485.4	9176.8	11164.6	9508.8	11963.1	9299.4	10348.6	11790.7
P25039	MEF1	EFGM_YEAST	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	20303.431640625	NaN	16807.58984375	8471.49609375	26856.767578125	17768.095703125	NaN	NaN	NaN	11484.9072265625	NaN	NaN	15195.66796875	23681.8515625	18869.23828125	520.6	NaN	431	217.2	688.6	455.6	NaN	NaN	NaN	294.5	NaN	NaN	389.6	607.2	483.8
P25040	TSR4	TSR4_YEAST	3	3	4	4	2	4	2	1	4	4	4	4	4	4	4	16298.431640625	27504.6015625	16630.62109375	31409.05859375	18493.556640625	30223.99609375	32133.388671875	47261.94921875	32804.4140625	24279.115234375	38147.4609375	42101.83984375	23880.900390625	20702.099609375	18095.57421875	1330.1	8546.3	4764.1	17197.3	9088.4	21859.2	1811.9	1972.7	16214.4	26366.4	25760.8	27480.7	17538.7	9611.4	9414.7
P25043	PUP1	PSB2_YEAST	3	3	3	4	4	4	3	3	3	3	3	3	4	3	4	109091.8984375	47065.7578125	91721.4140625	95566.328125	66713.3671875	97488.40625	103361.3046875	90104.8203125	95974.296875	106596.71875	90933.15625	83977.1171875	112031.4453125	119266.625	80108.9609375	24809	11533.8	20844.8	21179.2	21025.4	23256.5	22118.4	20308.1	21752.8	24622.1	20769.1	17466.6	29731.5	26822.2	20737.6
P25044	PTP1	PTP1_YEAST	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	NaN	NaN	NaN	NaN	NaN	24630.150390625	NaN	NaN	NaN	NaN	NaN	NaN	6577.54736328125	6265.7197265625	NaN	NaN	NaN	NaN	900.6	NaN	1026.3	NaN	NaN	NaN	514.2	NaN	NaN	274.1	261.1	NaN
P25045	LCB1	LCB1_YEAST	14	14	15	14	12	14	13	12	14	13	12	13	13	15	14	117886.3984375	91862.546875	187116.390625	172921.203125	114387.7578125	118890.203125	145039.484375	149180.359375	87637.3046875	95568.5078125	74366.40625	102261.625	111580.3671875	153707.296875	130373.5546875	70388.6	24165	50082.7	42418.5	27633.7	31371	36026.3	32767.1	27739.3	23052	19314.9	23497.7	26701	41869.5	32139.6
P25087	ERG6	ERG6_YEAST	30	30	30	28	28	29	30	28	30	30	30	30	30	30	31	407159.8125	368378.40625	385030.21875	359827.34375	400689.03125	418010.40625	373880.65625	440264.84375	425207.03125	478727.6875	419847.71875	428354.3125	392255.125	410908.0625	400184.8125	246212.3	234608.1	234535.4	220336.3	237256	256673.6	226613.2	262281.4	256780.8	291263.4	264511.5	264978	252057.4	243496.6	242875.3
P25293	NAP1	NAP1_YEAST	11	12	12	11	10	11	11	10	10	12	11	11	11	12	11	238386.546875	254184.9375	264351.5625	310297.625	254353.1875	288974.21875	247382.390625	293789.71875	233829.078125	246866.6875	270005.5625	275998.96875	267388.875	268413	281780.28125	65603.8	73765.6	74226.3	87774.8	64694.2	74957.1	67146.2	82043	56554.4	68827	62360.2	74778.6	76858.6	80403.7	82575.6
P25294	SIS1	SIS1_YEAST	14	13	11	15	11	14	11	15	15	13	15	12	13	14	12	288533.96875	237216.28125	66446.1171875	113371.8359375	92087.109375	151152.171875	121448.1640625	149580.96875	307722.46875	209424.5625	374553.09375	191365.8125	167108.859375	90968.25	72123.0703125	166992.2	128197.6	36084.5	69640.8	57386.1	85276.3	63003.3	92040.5	187643.6	110465.6	217086.8	115124.6	89778.7	54899.6	54313.3
P25296	CNB1	CANB_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	87000.875	NaN	NaN	64453.328125	NaN	109798.96875	NaN	95060.609375	NaN	71405.59375	119799.078125	120138.9765625	113309.265625	44929.4765625	55264.6484375	7909.2	8397.2	2219.7	5859.4	5255.8	9981.7	1319.4	8641.9	6628.4	6491.4	10890.8	10921.7	10300.8	4084.5	5024.1
P25297	PHO84	PHO84_YEAST	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	54808.77734375	NaN	115997.3125	89769.2109375	35718.640625	62740.2421875	82378.875	47129.640625	NaN	51049.91015625	NaN	24904.556640625	NaN	87898.0859375	107559.1953125	3511	4792.9	8654.4	6132.1	2284.7	4710.7	5316.1	3020.2	959.1	2509.6	2941.3	1716.6	2664.6	6231.8	7664.2
P25302	SWI4	SWI4_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	116352.328125	NaN	NaN	168358.125	NaN	99890.1796875	257635.4375	152838.28125	NaN	77507.0234375	59841.69921875	61224.8984375	45074.35546875	107382.28125	142473.265625	2237.5	2932.6	4489.8	3237.7	1837.2	1921	4954.5	2939.2	2475.9	1490.5	1150.8	1177.4	866.8	2065	2739.9
P25303	SCJ1	SCJ1_YEAST	8	7	8	8	7	6	7	7	7	6	6	6	6	8	8	69969.03125	80219.703125	114138.8046875	98163.5390625	75096.2890625	53565.921875	102002.4296875	98682.1953125	63872.66015625	72791.2421875	59374.60546875	68710.5546875	63530.33984375	64623.8203125	91954.0703125	16709	17714.5	26303	23155.1	17727.7	12000.6	26927.3	20845.1	17120.3	15739.3	10597.3	12706.2	11861.2	15395.7	20936.8
P25334	CPR4	CYPR_YEAST	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	8494.7421875	23837.84765625	23919.72265625	15567.013671875	NaN	11522.3369140625	33944.09765625	23955.275390625	24245.12109375	40200.13671875	15125.4267578125	19551.921875	21490.587890625	71.00694274902344	35547.5078125	499.7	1402.2	1407	915.7	NaN	677.8	1996.7	1409.1	1426.2	2364.7	889.7	1150.1	1264.2	4.2	2091
P25339	PUF4	PUF4_YEAST	5	5	5	5	5	5	5	5	4	4	4	5	5	5	5	37295.26171875	30670.98828125	89701.265625	47254.0234375	46806.36328125	33705.77734375	60043.7578125	49044.8203125	33659.6015625	34269.9140625	27965.458984375	31688.193359375	38316.203125	46462.19140625	63655.19140625	18625.4	17209.5	25711.3	20155.7	20095.9	16127.1	15743.7	21441.6	16545.5	19616.6	15947.8	21189.1	18005.4	18585.7	23928.8
P25340	ERG4	ERG4_YEAST	5	4	7	5	4	6	6	3	5	4	6	5	6	7	6	22875.23828125	16768.732421875	30211.16796875	32063.375	28383.4921875	24811.12890625	32159.494140625	15795.9658203125	19184.0546875	27080.427734375	18320.31640625	20248.271484375	17933.103515625	26464.646484375	20366.400390625	2778.6	2068.9	7161.1	4544.5	3381	5816	7926	2990.3	2918.8	4658.5	3158.1	2776	2872.7	7845	4821.4
P25342	CDC10	CDC10_YEAST	13	11	13	13	11	13	12	12	12	12	12	13	13	13	13	171125.484375	147740.328125	169860.5625	180012.734375	147626.1875	183323.890625	196571.53125	213685.171875	154087.890625	113002.7421875	141784.171875	132657.84375	211237.4375	170849.578125	156390.5625	59277.7	45448.9	63952.9	70271.5	54091.3	65754.4	67561	72484.9	48841.8	44552	45895.2	43338.5	75706	64467.4	52721.2
P25343	RVS161	RV161_YEAST	6	5	6	6	6	6	5	6	5	6	6	6	6	6	6	58695.359375	59785.2265625	34839.6015625	62243.13671875	47526.140625	86665.9296875	41180.0859375	63642.5078125	58239.625	78803.625	86443.0390625	76722.15625	84743.1171875	57792.15625	54656.078125	17922.6	16231	10367.3	18491.5	12301.8	26429.3	9440.5	20252.5	13241.1	24343.2	24370.4	22942.7	24673.1	17446.5	16377.2
P25344	STE50	STE50_YEAST	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	NaN	NaN	18505.380859375	23440.59765625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5589.14892578125	NaN	NaN	817.6	1795.6	1321.8	1674.3	1185.9	1424.9	1709.8	2376.5	679.3	1867.5	1631.9	1769.7	399.2	NaN	974.9
P25349	YCP4	YCP4_YEAST	9	9	7	8	6	7	9	7	9	7	9	7	6	7	7	151132.5625	130860.7421875	78960.5390625	96722.25	82228.25	114250.765625	97364.859375	150364.890625	155560.921875	85725.4375	157338	111811.2890625	107920.9765625	90921.4375	96440.59375	53474.5	40175.6	22827.7	29127.1	21574.7	33938.3	31674.8	41579.7	63913.1	27127.1	61095.2	30683.9	30719.1	27099.7	27401.2
P25358	FEN1	ELO2_YEAST	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	239088.671875	237589.671875	343407.53125	258182.5625	627347.875	118040.25	464456.96875	235763.53125	233329.75	319951.03125	129245.5703125	229188.671875	294574.84375	305898.96875	218459.625	29421.7	24691.2	39848.1	37531.7	55156.2	23134.2	47739.3	24501.4	24248.5	29416.3	22561.6	28356.9	27728.6	35632.4	29446.5
