PG.ProteinGroups	PG.Genes	PG.ProteinNames	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.NrOfPrecursorsIdentified	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.NrOfPrecursorsIdentified	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.NrOfPrecursorsIdentified	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.NrOfPrecursorsIdentified	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.NrOfPrecursorsIdentified	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.NrOfPrecursorsIdentified	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.NrOfPrecursorsIdentified	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.NrOfPrecursorsIdentified	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.NrOfPrecursorsIdentified	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.NrOfPrecursorsIdentified	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.NrOfPrecursorsIdentified	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.NrOfPrecursorsIdentified	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.NrOfPrecursorsIdentified	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.NrOfPrecursorsIdentified	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.NrOfPrecursorsIdentified	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.Quantity	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.Quantity	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.Quantity	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.Quantity	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.Quantity	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.Quantity	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.Quantity	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.Quantity	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.Quantity	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.Quantity	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.Quantity	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.Quantity	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.Quantity	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.Quantity	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.Quantity	[1] 20250502_YM_LS_Pooled_Lysates_IP01.raw.PG.IBAQ	[2] 20250502_YM_LS_Pooled_Lysates_IP02.raw.PG.IBAQ	[3] 20250502_YM_LS_Pooled_Lysates_IP03.raw.PG.IBAQ	[4] 20250502_YM_LS_Pooled_Lysates_IP04.raw.PG.IBAQ	[5] 20250502_YM_LS_Pooled_Lysates_IP05.raw.PG.IBAQ	[6] 20250502_YM_LS_Pooled_Lysates_IP06.raw.PG.IBAQ	[7] 20250502_YM_LS_Pooled_Lysates_IP07.raw.PG.IBAQ	[8] 20250502_YM_LS_Pooled_Lysates_IP08.raw.PG.IBAQ	[9] 20250502_YM_LS_Pooled_Lysates_IP09.raw.PG.IBAQ	[10] 20250502_YM_LS_Pooled_Lysates_IP10.raw.PG.IBAQ	[11] 20250502_YM_LS_Pooled_Lysates_IP11.raw.PG.IBAQ	[12] 20250502_YM_LS_Pooled_Lysates_IP12.raw.PG.IBAQ	[13] 20250502_YM_LS_Pooled_Lysates_IP13.raw.PG.IBAQ	[14] 20250502_YM_LS_Pooled_Lysates_IP14.raw.PG.IBAQ	[15] 20250502_YM_LS_Pooled_Lysates_IP15.raw.PG.IBAQ
P20795	VPS33	VPS33_YEAST	2	1	3	3	3	1	1	1	1	0	0	2	1	3	2	2436.0234375	3459.725830078125	2530.570068359375	2183.031005859375	2376.941162109375	NaN	2955.689453125	2822.502685546875	1275.143798828125	NaN	NaN	1258.9583740234375	533.7601928710938	750.2603149414062	1690.0323486328125	67.4	95.7	225.4	226.7	85.1	0	81.7	78.1	35.3	NaN	NaN	107.6	14.8	167.7	101.8
P20967	KGD1	ODO1_YEAST	35	31	39	37	30	39	35	37	32	38	37	35	39	40	35	15418.7900390625	13183.8681640625	14363.0673828125	20262.9609375	12774.9619140625	32127.892578125	13579.619140625	30605.619140625	15592.19921875	12842.4970703125	15319.6865234375	14182.5537109375	29933.669921875	18575.38671875	12729.349609375	3319.8	2897.7	3456.9	4945.1	3023.2	7479.9	3041.9	7181.6	3606	3125.6	3518.7	3096.2	7835	4954.1	3210.4
P21147	OLE1	ACO1_YEAST	30	27	31	30	29	28	27	28	28	26	23	29	28	31	30	31854.1953125	29987.548828125	46504.15625	34756.15234375	36794.2421875	30726.287109375	44906.6328125	28594.38671875	23323.7578125	29304.0703125	19111.330078125	32397.861328125	22503.03125	30987.140625	34061.203125	8725.6	7893.4	11992	9042	9188.1	7010.6	11167.5	7550.4	6603.4	6988.8	4851.3	8295.5	5925.9	8561.1	9478.2
P21182	SPE2	DCAM_YEAST	2	2	2	2	2	2	1	0	1	2	1	2	2	2	2	1207.4853515625	102.37223052978516	849.8358764648438	1096.18115234375	1652.499755859375	2061.379638671875	NaN	NaN	NaN	1028.8394775390625	2326.9130859375	432.444091796875	1903.091796875	1426.3826904296875	1875.5323486328125	116.6	8.2	94.2	87.8	132.3	202	0	NaN	0	109.3	45.5	34.6	184.7	146.8	174.1
P21242	PRE10	PSA7_YEAST	13	8	13	12	11	13	12	12	13	12	10	11	13	13	13	9349.8046875	5509.90673828125	11670.826171875	9937.60546875	7199.73486328125	11884.984375	12606.484375	8218.70703125	9446.1640625	8385.091796875	7043.57080078125	7963.3603515625	10001.0419921875	13804.265625	12303.384765625	2684.1	1614	3342.2	2856.6	2128.2	3796	3458.7	2380.3	2870	2364.9	2062.5	1968.2	3294.6	4565.7	3722
P21243	SCL1	PSA1_YEAST	12	10	13	11	10	11	13	11	12	11	12	13	10	12	12	10775.2177734375	10145.703125	14497.9462890625	10160.6181640625	9098.1220703125	10935.1279296875	13012.5419921875	10411.984375	12605.4677734375	9392.6328125	8386.68359375	9151.40625	9943.4169921875	13367.908203125	11575.05859375	2818	2279	3513.3	2529.4	2446.9	2956.1	3479	2810.1	3303.6	2702.9	2375.2	2544.1	2652.8	3527.6	3124.1
P21264	ADE2	PUR6_YEAST	25	23	25	23	24	25	24	23	25	25	24	24	25	26	25	17226.837890625	14937.240234375	18381.359375	19304.134765625	17414.419921875	20277.865234375	17297.037109375	17829.71875	17369.51953125	16891.541015625	16297.9443359375	17426.384765625	19647.33984375	21604.408203125	19199.931640625	3822.6	3183.7	3986.9	4051.8	3869.5	4297.5	3806.9	3857.3	3894.8	3596.3	3645.8	3860.6	4190	4504.9	4187.5
P21269;P21269-2;P21269-3	CCA1	CCA1_YEAST	7	5	8	7	5	5	7	3	5	7	6	5	6	7	8	1971.605224609375	1991.75244140625	1916.4013671875	1813.8275146484375	2106.83642578125	2377.160400390625	832.8599243164062	2581.7734375	1400.93701171875	1563.404541015625	1010.7442626953125	2173.263427734375	1922.920166015625	1889.571044921875	2206.520263671875	218.5;218.5;218.5	163.6;163.6;163.6	463.3;463.3;463.3	438.5;438.5;438.5	232.7;232.7;232.7	363.8;363.8;363.8	292.9;292.9;292.9	165.8;165.8;165.8	183.4;183.4;183.4	336.6;336.6;336.6	167.1;167.1;167.1	294.6;294.6;294.6	342;342;342	412.7;412.7;412.7	347.9;347.9;347.9
P21304	PWP1	PWP1_YEAST	13	11	13	12	13	12	13	12	13	13	12	13	10	13	13	6148.919921875	6031.0263671875	7106.2294921875	5566.779296875	5966.908203125	4038.352783203125	4936.9052734375	4700.974609375	5668.5498046875	4803.16162109375	2725.49462890625	4167.25146484375	4828.986328125	5776.2548828125	5906.806640625	940.3	876.3	1365.6	765.7	1161.6	561.4	750.9	742.7	858.9	587	331.3	674.8	637.3	794.5	939.2
P21306	ATP15	ATP5E_YEAST	5	4	5	5	4	5	4	4	4	5	4	5	5	5	5	6217.58837890625	8295.044921875	2325.319580078125	8026.52587890625	3773.229736328125	11436.271484375	3651.0361328125	12327.1044921875	8090.0927734375	9521.3095703125	11241.1484375	8882.369140625	11795.0400390625	5215.28515625	4195.4013671875	5836.8	7005.7	2290.4	7112	3211.1	10450.9	3453.5	10647.4	6973.2	8037	10358.4	7540.3	10465.2	4528.5	3674.2
P21375	OSM1	OSM1_YEAST	5	3	5	2	3	4	4	4	3	4	4	5	3	3	4	2319.63916015625	425.6457214355469	2141.243896484375	2235.2705078125	1018.9219360351562	2082.69921875	3812.52978515625	2167.134521484375	1210.3128662109375	1810.6348876953125	2422.00244140625	1418.99755859375	2396.9951171875	1963.17529296875	3098.680908203125	145.6	23.7	146	124.3	56.6	139.3	287.6	138.1	77.6	118.4	157.4	96.7	152.2	125.1	183.3
P21524	RNR1	RIR1_YEAST	18	17	20	21	19	20	19	18	17	19	16	20	18	22	22	7481.68359375	8924.1279296875	12930.4013671875	10722.369140625	12783.890625	9624.849609375	10049.6494140625	11334.248046875	9448.6220703125	10464.7822265625	7326.1357421875	10399.91796875	10071.0146484375	12691.7900390625	10169.53515625	1456.6	1391.1	2229.7	1777.3	2415.7	1531.5	2031	2099.1	1567.8	1704	1187.6	1814	1566.4	2400.5	1984.4
P21560	CBP3	CBP3_YEAST	4	4	5	4	4	4	4	4	3	4	3	3	5	4	5	6378.248046875	6806.5673828125	6895.97900390625	7566.04931640625	8268.6845703125	7076.72412109375	5423.57861328125	6377.87353515625	4504.005859375	6233.568359375	7046.38623046875	7024.96630859375	6663.32421875	6328.84228515625	7061.46484375	1172.4	1133.7	1327.2	1419.1	1365.9	1301.3	1091.7	1138.9	788.3	1175.7	1074.7	1086	1237.6	1132.7	1295.3
P21576	VPS1	VPS1_YEAST	21	18	20	21	18	20	20	18	20	20	20	21	20	21	19	29315.7265625	23995.322265625	24419.09375	23819.076171875	23801.23828125	28160.20703125	24251.66015625	29030.0859375	28003.2421875	29920.4765625	29794.6640625	25980.533203125	30246.267578125	22712.890625	20544.22265625	3356.7	2347.6	2858.4	2994.9	2706.7	3354	2710.5	3345.6	3269.4	3588.5	3660.5	3187.1	3466.9	2733	2718
P21734	UBC1	UBC1_YEAST	4	3	4	4	3	4	2	4	4	4	4	4	4	4	4	4064.12939453125	3011.79052734375	2540.355224609375	2945.146240234375	4940.2265625	5177.82666015625	2643.40087890625	4782.400390625	2658.333984375	6526.814453125	4690.1044921875	5115.11328125	6653.546875	4243.16796875	3403.120849609375	1239.3	358	867	910.6	969.3	1819.4	442.5	1720.8	899.6	2272.2	1674.9	1828.1	2170.7	1351.2	1146.6
P21771	MRPS28	RT28_YEAST	15	12	11	12	29	26	11	6	8	7	25	9	29	9	29	4355.07666015625	4206.12451171875	5979.5537109375	4192.4658203125	287232.125	41537.9453125	4090.25048828125	5854.0478515625	4245.3134765625	3474.444580078125	61266.95703125	3425.0205078125	111615.9453125	5549.375	69465.890625	865.2	1041.2	1161	1574.5	161992.4	20704	1142.5	1090.4	948.2	747.5	29514.6	817	63390.4	1203.1	41864.1
P21801	SDH2	SDHB_YEAST	11	11	12	12	11	12	11	12	11	11	12	12	12	12	12	6863.3408203125	4724.62646484375	5912.3232421875	9780.2451171875	4315.7529296875	13070.09765625	5803.19140625	13030.6220703125	7657.2568359375	5722.30908203125	7850.60888671875	5633.599609375	13714.1982421875	8907.7099609375	6224.5654296875	3362.3	2294.9	3119.5	4150.7	1942.4	6134.2	3213	6517.5	3271.4	2571.6	3845.6	2704.2	6640.9	4751.6	3252.5
P21825	SEC62	SEC62_YEAST	6	6	6	6	6	6	6	6	5	6	5	6	5	6	6	7624.6484375	7746.5087890625	15379.2998046875	10052.1630859375	11558.7314453125	5528.0048828125	10752.9345703125	5158.96875	7300.64501953125	5633.6611328125	2897.5830078125	5017.38037109375	4134.2978515625	8664.9404296875	9421.6845703125	1879.9	1934	3475.3	2133.7	3402	443.4	2580.3	1430.2	1726.7	1265.9	878.1	1128.7	259.4	2010.6	1623.2
P21827	SRM1	RCC1_YEAST	6	4	6	6	5	6	5	5	6	6	6	6	6	6	6	3118.498291015625	5050.13916015625	4480.09228515625	4471.94775390625	3885.934326171875	5175.86572265625	2518.107666015625	4589.060546875	3012.74853515625	7437.98291015625	4925.7197265625	10330.9833984375	4944.62939453125	3534.146484375	4341.49072265625	646.6	536.6	806.2	804.7	662.5	882.3	593.2	837.8	621	1432.1	903.1	1999.5	961.2	699.5	896.1
P21951	POL2	DPOE_YEAST	2	1	2	1	2	2	1	1	1	2	2	1	1	3	3	945.1624755859375	NaN	369.3089599609375	NaN	1651.470458984375	2010.96142578125	NaN	NaN	NaN	576.7789916992188	1655.3685302734375	NaN	NaN	1037.4315185546875	674.1773071289062	11.3	0	2.1	0	12.6	31.3	0	0	0	6.9	19.8	0	0	18.2	11.8
P21954	IDP1	IDHP_YEAST	27	24	28	28	25	27	29	26	29	27	26	26	28	28	27	15016.7880859375	13152.6083984375	15805.259765625	16468.70703125	18119.23046875	16310.6005859375	16298.2890625	16950.041015625	17344.919921875	14378.408203125	13212.7890625	14170.4501953125	17781.26953125	17463.2890625	16707.435546875	10070.2	7621.7	8839.4	9736	10427	9235.7	9098.6	9952.4	9712	8620.9	7841.5	8168.7	11410.6	9903.8	9230
P21965	MCK1	MCK1_YEAST	11	11	12	11	10	10	10	10	11	10	10	10	11	11	11	10301.6171875	9481.490234375	13191.896484375	13440.1279296875	9207.2529296875	12642.990234375	11478.115234375	12098.5439453125	9926.10546875	9787.5986328125	9588.056640625	11144.0107421875	12404.0302734375	12996.5791015625	12521.4140625	2193.3	1387	2716.5	2401.8	1435.5	2196.8	1717.3	1994.6	1717.1	1336.8	1572.7	2264.8	2107.2	2095.9	2068
P22023	KRE5	KRE5_YEAST	3	2	3	3	2	3	3	3	3	3	3	3	3	3	2	2110.78369140625	2174.775634765625	1795.725830078125	2372.916259765625	2172.949462890625	3087.96728515625	2118.439453125	2000.8463134765625	3831.025146484375	2296.92041015625	3778.002685546875	2688.816162109375	3381.920166015625	2620.743896484375	3264.54833984375	44.8	38.7	45.6	50.4	52.8	65	37.7	54.5	78.1	53.6	67.3	61.2	71.4	72.5	71.9
P22082	SNF2	SNF2_YEAST	12	6	52	11	57	16	56	6	7	10	5	52	44	17	16	598.0476684570312	752.20654296875	4155.70166015625	662.8530883789062	24336.64453125	2619.55419921875	16017.263671875	319.7940368652344	9038.6650390625	679.7909545898438	NaN	9023.0888671875	3867.4765625	1074.911376953125	890.5999755859375	47.7	18.5	1666.8	46.3	13029	110.5	8508.8	9.7	104.9	55.1	0	6153.9	1041.9	42	71.4
P22133	MDH2	MDHC_YEAST	13	12	7	12	4	13	11	13	14	7	14	8	13	11	6	33861.5859375	13963.0302734375	3537.509765625	33898.6484375	1421.589599609375	64735.203125	7805.552734375	67966.96875	36127.16796875	3677.26416015625	39268.3671875	4032.47412109375	70348.15625	19136.373046875	3214.304443359375	9330.2	3960.5	923.4	9436.4	124.8	18431.6	2213.1	19545.3	10302.5	1104.7	12307.9	1091.9	20509.7	5051.3	696.6
P22137	CHC1	CLH_YEAST	41	34	40	40	31	41	36	34	39	41	39	40	40	40	39	7607.791015625	5459.11572265625	6926.4267578125	5877.09521484375	5246.42626953125	6514.9658203125	7312.6669921875	6511.3623046875	7913.0205078125	7114.38525390625	8135.837890625	6035.48486328125	7227.32080078125	6828.935546875	6444.3740234375	1813	1241.2	1731.9	1275.4	1161.5	1441.5	1465.4	1934.4	1688.7	1588	1668.6	1316.3	1666.1	1425.4	1366.4
P22138	RPA135	RPA2_YEAST	35	30	38	35	31	35	34	28	28	36	30	33	34	37	36	25695.55078125	26696.44921875	35473.24609375	28028.61328125	22989.3046875	19429.21875	18571.650390625	17596.625	18703.197265625	19345.8515625	15410.5439453125	20710.134765625	19845.076171875	28053.72265625	26717.05078125	2823.3	3096.1	3377.9	3191.4	2600.8	2436.5	2601.4	2807.1	2112.2	2737.8	2288.4	2547.2	2228.9	2794.3	2593.7
P22139	RPB10	RPAB5_YEAST	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3075.62646484375	5562.81787109375	6444.3359375	2384.14501953125	4271.32373046875	1510.3287353515625	3968.117431640625	2030.244140625	2232.256103515625	2762.327392578125	2922.414306640625	2370.926513671875	1877.625244140625	4561.22998046875	6013.572265625	2513.2	4842.7	5339.8	2927.3	5045.3	1712.6	3419.5	2563.8	2998.4	2284.6	2667.7	2404.1	2048.3	4137	5094
P22141	PRE1	PSB4_YEAST	7	5	7	7	6	7	7	6	7	7	7	7	7	6	7	4795.11572265625	3271.788330078125	5409.44677734375	4339.37548828125	3114.15234375	4913.02392578125	4470.4033203125	5513.78271484375	5580.8251953125	3983.8447265625	3590.427978515625	3057.471435546875	4467.033203125	4362.474609375	3951.441650390625	1966.2	1194.1	2115.6	1424.1	771.1	1792.5	1513.9	2245.4	2153.6	1899.7	1420.8	1032.3	1610.6	1930	2586.3
P22146	GAS1	GAS1_YEAST	10	10	10	10	9	9	10	10	10	10	10	10	10	9	10	8191.88232421875	11124.173828125	5538.68115234375	5881.4990234375	6840.14794921875	10053.94921875	8205.2451171875	13216.7529296875	12303.21484375	12246.091796875	12758.828125	10308.7958984375	10185.130859375	6407.02294921875	4967.4130859375	1935.7	2478.5	1297.7	1467.5	1493.5	2326.7	1890.5	3146	2876	2904.4	2823.3	2444.5	2450.3	1622.3	1153.4
P22147	XRN1	XRN1_YEAST	21	21	24	22	21	22	19	18	21	18	16	18	21	24	23	9430.7275390625	8607.55078125	12680.2158203125	10191.365234375	12651.8828125	8686.068359375	9340.197265625	6127.03173828125	7892.20703125	6309.740234375	5091.01708984375	5627.14404296875	7869.2734375	9915.0380859375	11724.9453125	852.4	718.8	1161.5	925.4	1172.2	789.3	758.4	497.6	689.8	544.3	411.3	470.5	714	910.7	1099.8
P22202	SSA4	HSP74_YEAST	18	14	4	8	3	13	13	8	17	11	18	6	11	10	2	12370.9716796875	7632.0703125	690.072021484375	832.5925903320312	2716.476318359375	2207.11962890625	2495.5439453125	2245.504638671875	15766.6513671875	1215.972412109375	16824.509765625	1117.5478515625	1796.7552490234375	910.129638671875	1193.8033447265625	5676.6	4140.5	45.7	239.1	158.5	522.7	3209.6	2385.2	7420.2	460.4	7041.1	378.6	428.7	273.9	17.8
P22203	VMA4	VATE_YEAST	17	17	14	17	15	18	15	17	18	18	18	18	18	17	17	28294.201171875	31128.41015625	8804.0791015625	24587.107421875	19444.673828125	32696.841796875	13998.287109375	31068.02734375	31413.748046875	44362.734375	49646.66015625	41649.13671875	36854.01953125	18104.35546875	17068.2421875	14740.8	15778	4198.1	11180.1	10368.1	16365.5	7551.3	15521.8	16128.1	21206.5	25279.9	20593.2	18338	9603.9	7369.6
P22204	DBF2	DBF2_YEAST	2	2	3	3	3	2	3	1	2	2	2	0	2	3	3	1054.3514404296875	NaN	1437.923828125	688.1481323242188	1404.59228515625	732.5678100585938	1142.1021728515625	3740.175048828125	510.8289489746094	922.5267944335938	402.9604797363281	NaN	1147.91357421875	1083.336181640625	1042.22314453125	58.3	0	151	63.6	77.7	51	63.2	35.9	28.3	51.1	22.3	NaN	82.2	141.6	91.7
P22213	SLY1	SLY1_YEAST	3	3	5	4	4	5	3	4	2	5	3	4	5	5	4	NaN	1034.471923828125	1215.8460693359375	2256.060791015625	1000.6521606445312	1661.409423828125	693.0386352539062	1168.2152099609375	1302.6351318359375	2798.16796875	1467.8665771484375	2941.2548828125	1920.858642578125	1664.00146484375	1722.46923828125	0	66.1	214	96.7	171.6	290.3	162.1	71.4	38.8	500.2	37.6	431.2	320	583.8	139.3
P22214	SEC22	SEC22_YEAST	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	NaN	522.2869262695312	NaN	NaN	2.950472354888916	190.6364288330078	695.9797973632812	3.8612332344055176	3.117701530456543	328.4619445800781	NaN	1102.3360595703125	NaN	238.60302734375	NaN	0	58	0	0	0.3	21.2	77.3	0.4	0.3	36.5	0	122.5	0	26.5	0
P22217	TRX1	TRX1_YEAST	7	5	5	6	4	6	6	6	7	6	6	7	6	6	6	3871.423583984375	3959.954833984375	1181.9091796875	3052.83447265625	4054.690185546875	3847.45703125	1617.346435546875	3688.52197265625	3949.199462890625	4739.77490234375	5070.53759765625	4224.4345703125	4118.36669921875	1690.5811767578125	1914.6632080078125	3626.6	2713.5	807.3	2206.8	2576.7	2908.2	1922.2	3722.7	3831.1	3570.5	4554.2	4064.2	2823.9	1360.8	1400.1
P22276	RET1	RPC2_YEAST	17	14	20	16	18	16	18	14	12	15	14	16	15	17	19	4534.27294921875	4887.8837890625	6016.9892578125	5347.15283203125	3614.154052734375	3205.481689453125	4862.93359375	3485.085205078125	2659.633056640625	3372.76806640625	2844.961669921875	4067.953369140625	4626.26220703125	3722.8994140625	3959.905029296875	987	537	1359.9	1030.9	1057.7	598.8	1079.3	676.1	606.2	624	221.3	460.5	801.6	825.7	1029.9
P22336	RFA1	RFA1_YEAST	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	2919.27490234375	3364.5751953125	2338.540771484375	3212.34619140625	5150.634765625	5679.69091796875	2726.19775390625	4335.31884765625	4724.087890625	4392.216796875	2757.168701171875	2529.865234375	5931.640625	4660.55078125	2314.32861328125	250.8	289.4	283.8	367.3	486.4	656.8	276.7	520.7	444.8	393.5	287	249.8	675.7	513.5	265.6
P22353	MRPL8	RM08_YEAST	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1177.824951171875	1189.6475830078125	1377.600830078125	868.5648193359375	988.247802734375	1450.7080078125	489.4022216796875	1911.740478515625	1316.2584228515625	313.0008544921875	1211.6143798828125	1789.47119140625	2060.60693359375	1372.3148193359375	1569.842529296875	214.3	227	280.6	168.8	334.9	250.9	125.3	331.8	228	33	87.8	129.7	355.1	239.3	283.1
P22354	MRPL20	RM20_YEAST	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3344.125	2994.078125	3475.792724609375	1848.65771484375	3900.210693359375	2537.555908203125	3061.212890625	1752.9654541015625	2662.61474609375	2962.59033203125	2851.087890625	3536.5029296875	1177.09521484375	2544.460205078125	2639.056884765625	614.4	570.2	641.4	340.3	739.5	304.3	590.4	355.7	535.3	355.2	542.2	665.2	316.8	543.1	488.6
P22515	UBA1	UBA1_YEAST	33	32	35	34	31	33	31	33	34	35	33	34	36	35	35	13920.9208984375	11669.203125	12290.8984375	13098.064453125	12147.6416015625	16411.197265625	11920.5400390625	12925.681640625	16628.033203125	14058.1640625	16366.458984375	15712.779296875	17801.94140625	15768.8408203125	13233.7060546875	3471.1	3019.1	3168	3064.5	2924.4	4112.9	2887.5	3460.7	4115.8	3589.8	3935	3868.9	4546.9	3909.6	3460.8
P22517	CMK2	KCC2_YEAST	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	5026.9326171875	4065.716796875	NaN	1683.680908203125	NaN	NaN	NaN	8659.2333984375	6894.59326171875	6429.16845703125	5195.96142578125	NaN	2697.323974609375	NaN	NaN	218.6	176.8	NaN	73.2	NaN	NaN	NaN	376.5	299.8	279.5	225.9	NaN	117.3	NaN	NaN
P22579	SIN3	SIN3_YEAST	4	5	7	6	5	6	5	6	5	5	4	6	6	6	6	871.91943359375	1248.7384033203125	2211.047119140625	2490.484619140625	997.15771484375	1036.6280517578125	1861.4019775390625	1360.10888671875	1216.35107421875	2336.85400390625	1262.9332275390625	1539.5941162109375	1592.2003173828125	1636.820068359375	1761.0618896484375	40.1	47.9	114.4	114.5	38.1	50.3	85.1	76.2	46.2	94.5	55.8	70.4	67.8	85.2	83.3
P22696	ESS1	ESS1_YEAST	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	2120.18310546875	1998.7713623046875	2693.068603515625	2492.892333984375	1367.49755859375	3977.05029296875	531.4715576171875	3847.40771484375	3860.197998046875	2985.44384765625	4292.68603515625	3967.138916015625	2916.51904296875	3601.0615234375	2167.92138671875	329.9	262.3	353.4	374.5	179.4	673	69.7	504.8	536	440.2	670.8	564.5	481.9	472.5	330.8
P22768	ARG1	ASSY_YEAST	32	26	33	34	33	33	30	32	31	31	33	32	33	35	33	31314.05078125	26354.26953125	35498.9296875	34561.23046875	28343.115234375	34842.60546875	32232.40234375	35413.73046875	32806.95703125	29485.30078125	32537.9375	29982.203125	37018.484375	38379.4609375	38684.16015625	22085.9	19043.4	24855	24498	20836.2	24433.9	22862	25294.1	24259.2	21193.7	23694.9	21554.7	27548.9	27690	27484.6
P22803	TRX2	TRX2_YEAST	14	14	14	14	13	14	14	13	14	14	14	14	14	13	15	24094.494140625	29819.68359375	9395.38671875	22741.568359375	25106.177734375	27114.904296875	15334.6875	28123.96484375	28390.443359375	38363.66015625	34992.21484375	35103.96875	33787.98046875	16347.9189453125	17651.056640625	22873	26256	8687.5	20291	22051.6	28290	12557	28114.1	27937.6	38474.7	33725.6	34983.7	33732.2	16589.2	16460.9
P22855	AMS1	MAN1_YEAST	6	3	3	5	0	6	5	6	6	3	7	3	7	5	3	5200.40087890625	2364.591064453125	900.1056518554688	4170.3662109375	NaN	5386.11181640625	2515.10400390625	4812.8125	5541.201171875	1828.1624755859375	6744.60498046875	1804.81298828125	7269.26171875	2869.0927734375	1461.0732421875	257.5	90.2	47.2	191.6	NaN	298.4	113.6	264.8	349.7	71.6	423.2	95.7	409.2	119	73
P22943	HSP12	HSP12_YEAST	14	13	10	13	10	12	12	10	14	12	14	10	14	13	10	75902.8203125	32109.98828125	1074.9232177734375	6595.05029296875	2698.599609375	12569.404296875	12174.5380859375	7482.46044921875	90218.3359375	6893.419921875	101608.4609375	5948.49560546875	11001.77734375	5050.21435546875	3529.480712890625	53644.5	22785.2	861.1	5116.9	2230.6	9236.6	8772.2	6500.9	63162.3	5511.1	72194.1	4938.4	8375.3	3944.1	2644.3
P23180	AIM17	AIM17_YEAST	5	3	5	5	4	5	4	4	4	5	5	5	5	5	4	1215.336669921875	579.658935546875	2130.861328125	1803.56396484375	672.279052734375	2591.034423828125	891.6555786132812	899.4459838867188	1307.9808349609375	1981.43701171875	2578.58447265625	1105.3411865234375	3639.638427734375	2168.80322265625	1728.8538818359375	154.2	123.5	272.4	236.2	36.7	388	119	111.6	177.9	245	412.4	144.9	466.8	380.3	265.7
P23202	URE2	URE2_YEAST	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	NaN	NaN	222.48654174804688	NaN	NaN	NaN	519.0445556640625	NaN	NaN	NaN	NaN	756.0459594726562	NaN	585.7202758789062	NaN	0	0	15.8	0	0	0	61.3	0	0	0	0	35.5	0	27.5	0
P23248	RPS1B	RS3A2_YEAST	60	57	60	60	57	60	59	55	58	59	59	60	58	60	60	200989.859375	236827.625	270517.78125	213219.609375	256797.296875	201064.484375	252733.109375	184631.203125	219546.359375	192709.046875	179633.03125	199744.71875	204726.78125	269177.53125	277688.46875	271116.4	324284.2	351325.9	286692.8	364071.9	273725.2	336259.9	255128	304636	279987.6	245128.3	281139.7	283805.7	376475.4	365473.1
P23254	TKL1	TKT1_YEAST	52	50	56	54	51	56	52	52	52	55	51	54	54	55	55	83342.4921875	87930.78125	63919.93359375	66155.953125	87517.84375	108674.5859375	71370.7109375	98731.921875	84946.8828125	105109	75455.3828125	111946.6484375	101132.9921875	76668.3671875	74232.3125	19624.1	21447.1	15456.5	15668	22158.7	23974	18261.7	24532.6	21340.8	25585.5	18489.7	26606.4	24281.1	19228.7	18093.6
