PG.ProteinGroups	PG.Genes	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.NrOfPrecursorsIdentified	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.NrOfPrecursorsIdentified	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.NrOfPrecursorsIdentified	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.NrOfPrecursorsIdentified	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.NrOfPrecursorsIdentified	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.NrOfPrecursorsIdentified	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.NrOfPrecursorsIdentified	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.NrOfPrecursorsIdentified	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.NrOfPrecursorsIdentified	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.NrOfPrecursorsIdentified	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.NrOfPrecursorsIdentified	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.NrOfPrecursorsIdentified	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.NrOfPrecursorsIdentified	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.NrOfPrecursorsIdentified	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.NrOfPrecursorsIdentified	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.Quantity	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.Quantity	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.Quantity	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.Quantity	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.Quantity	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.Quantity	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.Quantity	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.Quantity	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.Quantity	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.Quantity	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.Quantity	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.Quantity	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.Quantity	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.Quantity	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.Quantity	[1] 20250620_BB_LS_DIA_Pooled_IP_15x30_1.raw.PG.IBAQ	[2] 20250620_BB_LS_DIA_Pooled_IP_15x30_2.raw.PG.IBAQ	[3] 20250620_BB_LS_DIA_Pooled_IP_15x30_3.raw.PG.IBAQ	[4] 20250620_BB_LS_DIA_Pooled_IP_15x30_4.raw.PG.IBAQ	[5] 20250620_BB_LS_DIA_Pooled_IP_15x30_5.raw.PG.IBAQ	[6] 20250620_BB_LS_DIA_Pooled_IP_15x30_6.raw.PG.IBAQ	[7] 20250620_BB_LS_DIA_Pooled_IP_15x30_7.raw.PG.IBAQ	[8] 20250620_BB_LS_DIA_Pooled_IP_15x30_8.raw.PG.IBAQ	[9] 20250620_BB_LS_DIA_Pooled_IP_15x30_9.raw.PG.IBAQ	[10] 20250620_BB_LS_DIA_Pooled_IP_15x30_10.raw.PG.IBAQ	[11] 20250620_BB_LS_DIA_Pooled_IP_15x30_11.raw.PG.IBAQ	[12] 20250620_BB_LS_DIA_Pooled_IP_15x30_12.raw.PG.IBAQ	[13] 20250620_BB_LS_DIA_Pooled_IP_15x30_13.raw.PG.IBAQ	[14] 20250620_BB_LS_DIA_Pooled_IP_15x30_14.raw.PG.IBAQ	[15] 20250620_BB_LS_DIA_Pooled_IP_15x30_15.raw.PG.IBAQ
O75436	VPS26A	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	NaN	NaN	14.70877456665039	NaN	426.42791748046875	197.62010192871094	NaN	225.71548461914062	NaN	NaN	NaN	NaN	7.874115467071533	7.056121826171875	NaN	0	NaN	0.7	0	21.3	9.9	NaN	11.3	NaN	NaN	0	NaN	0.4	0.4	NaN
O75438	NDUFB1	2	2	2	2	1	2	2	0	1	1	2	2	2	0	1	18004.6953125	25719.23046875	35721.109375	18585.69921875	9451.939453125	25305.98828125	13138.76953125	NaN	3919.18994140625	12588.34375	7761.23388671875	12930.0263671875	21539.2734375	NaN	4485.775390625	19922.5	11003.9	14212.8	7653.5	1362.8	11216	6013.9	NaN	565.1	1815	3163.1	6569.4	47409.102	NaN	646.8
O75439	PMPCB	26	16	13	11	7	26	15	13	11	12	14	18	13	21	6	409608.40625	150229.5	165815.03125	105816.390625	43321.2109375	693665.3125	199959.484375	72296.0234375	42370.08203125	71160.65625	59339.4453125	194221.671875	91534.328125	514828.34375	38107.5390625	30332.5	16288.4	18063.301	5845.1	12639.3	47183.102	22459.1	5024.1	3383.5	4863.9	3649.6	19337	13823.7	35286.199	3517.9
O75446	SAP30	12	4	4	6	1	11	9	3	1	3	2	7	3	12	3	98548.7578125	6719.0712890625	17071.248046875	7462.43505859375	4816.13427734375	64888.8515625	51345.62890625	3839.24267578125	1475.916259765625	5654.5751953125	2204.047607421875	18646.724609375	3493.392333984375	111435.25	5964.603515625	46071.699	2294.6	5591.8	3179.8	746.6	32134.9	25788.9	1375.4	228.8	1581.7	489.4	8436.7	813.9	52407.5	1790.9
O75448	MED24	5	4	3	1	0	5	2	2	1	0	0	4	2	5	1	8288.298828125	10557.9228515625	20512.466796875	4196.59765625	NaN	20274.970703125	10922.0810546875	2032.9591064453125	3768.253173828125	NaN	NaN	4070.50830078125	2408.76708984375	8475.4150390625	852.4283447265625	581.3	545.9	1682.5	113.9	NaN	1422.3	403.8	80.5	26.3	NaN	NaN	301	63.1	574.1	23.1
O75449	KATNA1	5	3	2	2	4	4	4	3	3	4	1	4	4	3	1	11643.8330078125	8844.193359375	12669.9267578125	3392.299560546875	13895.607421875	15774.544921875	11020.013671875	5640.25830078125	2720.834228515625	5900.173828125	4226.92236328125	10713.98828125	10091.400390625	13047.80859375	7815.279296875	1651.2	802.9	1153.5	216.5	1461.6	1949.3	1775.9	632.4	268.5	652.9	181.9	1228	1142.6	1271.8	336.4
O75475	PSIP1	26	21	21	9	22	22	21	13	10	13	6	19	22	22	20	30685.138671875	14083.302734375	25799.828125	5991.0419921875	18628.59375	18731.41796875	21938.42578125	8295.4716796875	4802.6845703125	8917.9990234375	4171.41943359375	18364.68359375	17822.09765625	29622.861328125	13989.9013671875	16820	8130.3	12557.5	2029.1	8969.9	10059	10252.3	2969	1666.4	3928.6	1345.1	8799.6	10370.9	15067.1	8095.1
O75477	ERLIN1	6	5	3	5	3	7	0	4	8	4	2	3	8	6	2	17210.34765625	14153.5888671875	15216.6044921875	11552.671875	8293.783203125	16441.876953125	NaN	10782.302734375	16035.77734375	8153.71826171875	6688.6630859375	9891.5498046875	20460.203125	22120.970703125	4191.96875	2559.3	2999.9	2067.7	2388.2	1403.8	3407.2	NaN	1359.1	3223.5	1590	676.4	1380.6	4762.2	3831	394.9
O75486	SUPT3H	3	2	1	0	3	3	1	2	1	2	0	3	1	3	3	15120.955078125	6453.16796875	10132.5400390625	NaN	12282.6630859375	10714.0634765625	9768.21484375	10624.681640625	1181.541748046875	6891.1962890625	NaN	8714.466796875	9213.2734375	16651.76953125	6449.1025390625	2236.7	657.5	933.6	NaN	2093.2	1488.7	900	978.9	108.9	840.4	NaN	1741	848.9	2502	1456.4
O75489	NDUFS3	13	13	14	12	10	15	8	12	9	11	10	10	10	11	9	34206.296875	45709.328125	71646.84375	44910.40234375	28930.80078125	73557.90625	36024.4375	32127.3984375	14171.798828125	26398.73046875	20188.033203125	28113.2421875	36720.1328125	32767.396484375	19271.21484375	10081.7	12307.1	20358.6	12158.9	6836.2	23041.6	6418.6	9475.1	3601.4	8219.7	6397.2	7099.8	9589.9	8009.6	4869.4
O75494	SRSF10	23	19	22	6	24	19	25	16	11	18	5	24	23	17	18	45920.828125	38286.98046875	102720.765625	6818.45654296875	109921.40625	37138.78515625	98417.4453125	20535.40625	6992.49365234375	25395.83203125	2745.5908203125	91112.765625	82122.6796875	43879.80859375	33679.03515625	65446.699	70117	143935.906	6023	144153.594	56943.801	138213.594	24022.1	8583.5	33122.801	1735.3	126123.297	113398.5	60503.801	48646.102
O75496	GMNN	2	2	2	1	0	3	0	1	1	1	2	2	3	2	1	4665.8720703125	6644.9755859375	9529.12109375	12970.517578125	NaN	10307.6064453125	NaN	3151.9072265625	1271.72265625	4082.115478515625	4096.689453125	4428.24462890625	4670.10009765625	5889.16455078125	3014.51953125	1229.8	1828.8	2510.9	1630.8	NaN	3092.3	NaN	434.4	159.9	562.6	1083.4	1166.5	1486.2	1551.5	415.4
O75521	ECI2	6	7	5	3	4	6	2	3	3	4	2	5	5	5	2	11344.634765625	14619.3212890625	17845.662109375	24992.513671875	8107.35498046875	24220.501953125	17056.26953125	10125.314453125	5024.392578125	7437.65478515625	8142.1806640625	9018.93359375	9636.736328125	12722.009765625	5921.37646484375	2211.4	2872.6	4327.2	1450.7	1137.6	3916.8	1204.7	1499.3	623	1182.8	833.6	1716.7	1511.6	1859.1	612.7
O75525	KHDRBS3	13	9	17	3	17	13	15	13	4	14	3	17	17	10	16	40037.2421875	15477.5537109375	97226.6875	2497.736572265625	142619.53125	33455.51953125	106057.953125	61269.9140625	3939.83203125	55067.4765625	2585.012939453125	95676.25	99049.265625	31182.90234375	85411.546875	20713.6	6983.2	49902.102	382.8	70029.898	24757	52306	31350.9	1422.7	27894.301	849.8	45574.5	54344.898	14560.6	43745.898
O75526	RBMXL2	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	NaN	NaN	4130.40380859375	NaN	NaN	NaN	11185.0771484375	1886.136962890625	NaN	NaN	NaN	7822.1337890625	5708.16748046875	NaN	NaN	NaN	NaN	206.5	NaN	NaN	NaN	559.3	94.3	NaN	NaN	NaN	391.1	285.4	NaN	NaN
O75528	TADA3	5	4	4	1	3	4	1	2	2	3	1	2	3	5	2	24029.82421875	21690.6484375	25619.349609375	11577.2958984375	13390.4072265625	25655.263671875	15381.4404296875	13410.7412109375	8150.22998046875	7528.3388671875	11610.9013671875	17443.826171875	14617.1005859375	18395.47265625	11001.904296875	2586.5	2305	2640.5	690.5	1381.5	3360.5	917.5	996.6	838.1	649.9	692.6	1328.8	1672.4	2044.1	894.7
O75529	TAF5L	4	4	4	3	2	4	3	3	3	3	0	4	4	3	3	15782.515625	15696.6533203125	17821.076171875	5915.0859375	12332.26171875	19097.501953125	13892.5791015625	7511.40869140625	4673.88720703125	6262.1845703125	NaN	11194.8857421875	14595.4365234375	14450.884765625	7569.9365234375	4778.9	3027.3	2439.7	649.2	833.2	4114.3	1475	746	460.8	1059	NaN	2199.4	2837.7	1462	1046.8
O75530	EED	3	2	2	2	2	2	2	2	0	2	0	2	2	1	1	14190.6318359375	8656.8076171875	14873.9296875	7835.90673828125	12580.076171875	12417.6259765625	16708.75	6962.52197265625	NaN	8895.3603515625	NaN	13329.548828125	13735.1591796875	15217.2001953125	11375.8486328125	1199.3	663.2	1118.7	579.8	967.7	950	1225.5	595.2	NaN	668	NaN	979.1	1022.7	753.8	563.5
O75531	BANF1	17	19	15	11	16	18	14	10	13	14	13	17	18	16	13	254352.625	474664.34375	200909.921875	107079.0859375	190937.625	268923.03125	156837.65625	83077.0546875	106437.65625	138767.71875	85506.7421875	158564.28125	321538.40625	614132.875	162571.9375	150791	314387.688	159643.297	61745.5	119457.398	195570.594	113446	60793.898	54892.801	93860.898	48544.898	100755.5	220792.203	317659.906	95612.297
O75533	SF3B1	103	94	92	73	97	99	96	75	62	79	58	98	98	76	81	151981.421875	107124.9765625	152269.265625	56718.5234375	155190.421875	126622.9453125	139117.734375	80769.421875	38595.6015625	74052.7578125	36821.8671875	125858.8828125	124319.9140625	116116.8359375	103786.234375	38863.5	29735.199	36600.102	18431.9	38487.5	31909.4	36301.699	19551.4	8653.7	18581.4	10166.5	33717.102	32221.301	27746.4	26124.4
O75534	CSDE1	59	53	56	31	54	59	54	51	33	47	26	47	53	53	47	127107.4453125	76388.8046875	157862.625	50417.0859375	131055.734375	131723.15625	129825.5390625	86177.609375	26711.826171875	72262.421875	26676.466796875	102681.9296875	107605.34375	125818.953125	103898.984375	28715.801	17859.9	34633.199	9828.2	28138.1	29527.6	28345.4	17395	5108.5	14468.2	4533.8	22093.5	23462.9	27005	21508.4
O75541	ZNF821	11	0	1	0	1	10	9	0	0	0	0	9	0	8	0	34969.11328125	NaN	5107.3037109375	NaN	2607.806640625	36788.46875	23225.806640625	NaN	NaN	NaN	NaN	16308.6640625	NaN	36692.96875	NaN	10650.2	NaN	463.8	NaN	236.8	11783.7	5846.4	NaN	NaN	NaN	NaN	4763.7	NaN	9677.3	NaN
O75564	JRK	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	NaN	NaN	2638.800537109375	484.0880432128906	1840.01318359375	NaN	1930.6824951171875	NaN	NaN	1265.701416015625	NaN	NaN	NaN	NaN	1428.763427734375	NaN	NaN	97.7	17.9	68.1	NaN	71.5	NaN	NaN	46.9	NaN	NaN	NaN	NaN	52.9
O75569	PRKRA	24	17	20	4	23	21	22	19	8	20	5	22	23	19	21	61184.64453125	25010.583984375	87735.515625	9881.8037109375	107261.1171875	43558.66015625	92764.125	46091.21875	7072.19189453125	46222.41796875	3792.041748046875	87984.6484375	76221.484375	48219.19921875	58057.56640625	29859.699	13720	45472.301	1417.2	49133.301	21660.1	44249	20824.699	1806.1	24733.4	875.5	41021.898	36616.199	20600.5	24553.5
O75575	CRCP	4	1	1	1	2	3	2	1	1	1	0	2	1	4	2	21921.388671875	6173.15283203125	8348.09765625	2826.34521484375	4703.52978515625	25311.373046875	8932.6552734375	3771.772705078125	1385.12109375	2081.22802734375	NaN	8020.43798828125	8089.69384765625	29555.87109375	6600.4423828125	4567.5	1164.1	1574.2	533	1156.4	5320.8	2058.1	711.3	261.2	392.5	NaN	1597.1	1525.5	6789.9	1329.8
O75586	MED6	3	3	3	2	2	3	3	2	1	1	0	2	2	2	1	15179.234375	19664.533203125	19692.55859375	6799.6318359375	6611.67333984375	17871.384765625	10781.423828125	4360.39208984375	3180.927978515625	4492.228515625	NaN	6436.00048828125	7483.84912109375	14703.2099609375	4759.3310546875	2377.4	2967	2984.3	932.4	887.9	2774.1	1662.1	654.3	302.6	427.3	NaN	912.2	1114.9	1645.4	452.7
O75592	MYCBP2	40	36	34	11	30	35	26	24	16	23	10	25	28	37	23	10907.650390625	8862.1875	11860.736328125	4599.34765625	9440.37109375	10182.69921875	10155.9375	5629.470703125	2381.5673828125	5829.9697265625	3456.386962890625	7893.45947265625	7212.595703125	17957.970703125	5594.34521484375	1417.4	1208.5	3629	151	976.2	1158.3	893.8	1244	216.8	1021.9	405.6	930.6	881.4	1942.2	767.3
O75600	GCAT	4	4	2	2	2	3	2	3	2	2	3	4	4	2	3	11387.466796875	14283.8486328125	34233.421875	18468.65625	13671.9052734375	16682.880859375	26782.953125	23050.310546875	5627.0185546875	14456.4453125	6471.2529296875	11644.240234375	14228.115234375	13639.8369140625	9149.9248046875	2177.8	2061	4353.8	2748.7	1229.1	1351	3120.5	3454.1	712.9	2190.3	1227.1	2006	2444.1	2073.3	1519.8
O75607	NPM3	8	7	6	5	5	8	3	5	5	6	5	6	7	8	7	145799.984375	112569.3046875	169845.296875	55747.8359375	103203.0859375	150134.6875	87579.1328125	41021.98828125	47814.83203125	70528.96875	56811.828125	97945.609375	131626.078125	272805.90625	182271.703125	30861.301	45774.602	43636.199	16730.6	35519.801	56089	19389.6	9841.7	12320.8	33295.602	17349	32870.301	52627	65105.898	63361.398
O75616	ERAL1	19	18	34	7	34	18	32	15	9	17	6	32	35	15	20	52354.19140625	36430.27734375	303792.90625	39726.125	299984.46875	57683.1484375	261825.328125	59521.640625	13269.818359375	79511.765625	19692.30078125	255399.140625	244285.3125	65253.56640625	90358.53125	11900.2	9367.8	82003.5	3910.4	79316.5	13379.8	76894.703	14108.6	2638.3	17961.1	2888.6	67375.703	65076.699	15075.3	24650.5
O75643	SNRNP200	108	97	98	67	95	104	98	69	54	78	44	102	92	85	67	99278.0234375	96254.9296875	141901.375	51362.1640625	118921.703125	101176.0703125	127637.34375	59224.15234375	22140.73046875	58032.6875	21953.0625	118094.421875	102903.921875	120472.234375	53436.5390625	19606.1	17484.1	32331	9252.5	21865.301	20855.5	27731.5	9687.5	3472.8	11863.6	3019	23668.1	19029.4	19951.6	8405.3
O75648	TRMU	8	17	9	1	10	5	3	3	1	3	0	5	15	14	2	7562.63330078125	35862.53515625	26183.984375	31099.330078125	9920.4169921875	9281.283203125	4804.37548828125	3555.3427734375	756.7650756835938	4930.9833984375	NaN	7888.37255859375	20532.068359375	46469.93359375	5406.15380859375	1396.3	9025	4003.7	833.1	2162.6	2288.4	444.6	361.5	21.8	330	NaN	803.3	5678.4	8482.2	459
O75663	TIPRL	5	5	5	3	5	5	4	3	4	4	4	5	5	4	4	9300.5537109375	10283.7490234375	12464.5478515625	5826.5205078125	7009.337890625	15791.298828125	6369.54736328125	6479.99169921875	3744.832763671875	4442.43896484375	3761.52978515625	8254.6572265625	6700.05810546875	11286.9609375	4456.876953125	2362.8	2323.8	3166.2	1146	1688.1	3907.9	1415.1	1040.8	691.6	1006.3	796.9	2131.3	1599.9	2151.2	819.7
O75676	RPS6KA4	1	0	1	1	2	1	1	1	2	0	1	1	1	1	1	3916.871337890625	NaN	8235.28125	5102.6396484375	7312.6826171875	6858.98388671875	6890.99365234375	4815.14404296875	3244.7294921875	NaN	2240.5	4582.419921875	6313.201171875	6454.6826171875	5080.6396484375	97.9	NaN	205.9	127.6	182.8	171.5	172.3	120.4	125.3	NaN	56	114.6	157.8	161.4	127
O75683	SURF6	11	6	7	4	9	9	9	7	4	5	3	8	11	10	10	52220.359375	21746.537109375	46815.6015625	12977.8203125	36846.64453125	26254.30078125	45229.90234375	17745.70703125	7639.822265625	13189.0498046875	5840.26416015625	30584.587890625	33867.2734375	52067.76171875	33927.171875	14224.5	4550.3	11889.6	5116.4	11680	8121.6	18270.301	8563.5	1481.5	2906.8	980.4	8285.3	10362.6	15894.5	9099.4
O75688	PPM1B	2	4	4	3	1	4	3	3	3	2	1	3	1	4	1	6199.953125	9699.4150390625	14861.759765625	6657.66015625	9859.8056640625	11966.9130859375	7534.31494140625	9979.7705078125	2881.0390625	10844.869140625	376.0100402832031	7693.06396484375	10025.4208984375	7842.78857421875	10827.97265625	736.2	1526.8	5744.8	634.7	76.4	1557.1	1286.8	983.1	393.2	873.2	24.3	2109.7	649	1142.8	701
O75691	UTP20	40	30	27	12	32	31	25	19	17	21	8	31	37	40	35	35619.2109375	17662.4140625	34529.3359375	9232.6982421875	26306.62890625	24490.04296875	31695.837890625	13326.4716796875	6542.46142578125	14935.8525390625	5346.14697265625	22644.171875	21029.009765625	40725.09375	23437.5078125	4336.4	1861.7	2995	1148	2698.1	3114.2	3418.7	1387.8	433.7	1716.8	240.6	3063.5	2368.3	4455.8	2390.5
O75694	NUP155	17	19	17	14	12	19	9	12	10	9	8	13	11	11	8	15109.986328125	15673.1982421875	18269.646484375	8627.4541015625	11807.82421875	19231.71484375	10497.41015625	8718.38671875	4111.71875	6015.78125	4707.3427734375	10762.60546875	8932.6083984375	12029.4677734375	6286.53271484375	3144.5	3505.5	3756.5	2791	2191.1	4797.5	1831.8	1619.6	724.7	726.9	1339.7	2029.4	1682.1	2058	942.7
O75717	WDHD1	30	114	35	123	12	117	53	110	90	63	48	22	114	81	66	22266.716796875	384529.125	34306.14453125	876245.1875	12153.0263671875	428808.90625	68472.21875	499041.59375	222786.1875	77627.1953125	48760.68359375	21550.564453125	440248.75	282909.25	113746.546875	3426.4	77721.297	21292.199	181905.203	888.9	82552.102	16778.5	86244.898	38795.602	14871.8	7929.5	2855.9	90054.297	45541.5	19743
O75718	CRTAP	2	3	5	2	4	4	5	2	0	1	1	2	5	3	2	10094.96875	15654.6484375	76455.21875	19470.12109375	22134.71875	14016.4462890625	30661.912109375	10382.4873046875	NaN	6518.98291015625	9720.193359375	21214.23828125	14007.921875	5403.51513671875	6011.2412109375	396.9	1719.4	8891.9	1766.8	2221.1	1921.8	4973.4	799	NaN	172.1	417.7	1343.9	1920	566.2	286.9
O75746	SLC25A12	16	18	19	18	15	17	19	18	15	18	10	14	17	18	15	130470.4453125	121020.7578125	277586.78125	182635.796875	105527.5234375	145899.8125	200866.875	128077.1171875	36060.53125	101583.171875	31579.662109375	106310.0859375	98128.4375	130448.0078125	69955.4375	15930.1	17262.301	38698.301	23653.199	15011	22173.9	27858.301	17105.699	5218.9	12746.3	3635.4	13847.2	14411.4	17122.199	9218.1
O75787	ATP6AP2	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	7855.46826171875	14451.5146484375	8742.884765625	NaN	7553.59716796875	31264.197265625	NaN	16664.69921875	NaN	9589.8056640625	6951.8759765625	7130.84423828125	15267.5634765625	12186.4765625	6598.005859375	436.4	802.9	485.7	NaN	419.6	1736.9	NaN	925.8	NaN	532.8	386.2	396.2	848.2	677	366.6
O75792	RNASEH2A	5	5	4	2	1	5	1	4	4	3	4	4	4	3	3	8290.4306640625	11351.2802734375	16912.2578125	6313.6298828125	7017.19384765625	17670.8515625	7751.52685546875	6585.54638671875	3601.36279296875	4369.56494140625	6387.92138671875	6335.47509765625	6839.81005859375	7522.61376953125	4227.64306640625	2089.1	2579.4	3929.3	454	424.8	4440.9	469.2	1374.5	683.8	870.1	1043.9	1477.5	1348	828	791.2
O75794	CDC123	5	6	8	7	1	5	3	4	0	5	2	5	4	2	3	12186.3232421875	22673.57421875	41646.07421875	27923.884765625	11471.1767578125	28260.998046875	13483.126953125	13972.5283203125	NaN	10385.904296875	9575.2900390625	13946.0771484375	18526.611328125	17482.423828125	11355.099609375	2088.3	6392.2	15127.4	7609	1016.9	5396.9	1815.6	2808.9	NaN	3587.5	1246.2	2248.3	3912.1	1707.2	1529.4
O75817	POP7	9	7	9	5	8	9	9	8	4	6	3	9	8	8	8	23422.400390625	11582.2763671875	19976.833984375	4678.8212890625	20358.24609375	15582.619140625	19053.3515625	10396.619140625	3782.630126953125	9238.9267578125	6318.9951171875	19305.75	18236.771484375	22398.658203125	17259.21484375	15229.6	10205.9	16663.9	2871.9	14704.2	15583.5	15836.5	9507.5	3018.4	6471.4	3635.7	15121.9	14375.3	16505.5	13473.1
O75821	EIF3G	19	49	19	47	19	22	15	14	48	41	8	19	22	17	41	78343.3515625	1504487.75	82679.125	1201736.125	102986.875	80319.9375	82300.71875	43147.65625	1420997.5	642526.0625	18775.1171875	77631.3359375	100678.8515625	76732.65625	568758.25	23165.9	349154.312	24447.301	298430.094	28205.5	21996.301	19464.5	11172.4	344953	164895.5	3175.8	17021.199	26173.9	17797.1	140578.203
O75822	EIF3J	21	33	7	23	5	16	9	5	34	21	20	7	9	8	19	55819.18359375	232752.953125	25483.400390625	120758.2109375	10430.181640625	24481.8984375	30311.1484375	8080.3037109375	204189.515625	70980.2890625	35327.16015625	9377.947265625	15343.658203125	9283.8525390625	55450.34765625	25123.801	103359.797	7377.5	51646.898	3313.1	12024.6	10450.8	6059.4	96646.297	32817.301	16370.8	4402.7	4916.7	2688.9	23804.301
O75832	PSMD10	4	6	3	1	1	6	3	4	3	1	3	4	3	3	2	7236.54296875	10409.646484375	16001.9345703125	7140.1748046875	4752.1474609375	22537.833984375	5886.87109375	6892.3330078125	6198.09619140625	4229.423828125	3211.09423828125	5100.44482421875	2841.997802734375	3587.4189453125	4063.0009765625	1498.1	2516.9	3668	642.9	427.9	5459.9	2494	2061.9	597.4	380.8	504.2	1396.1	362.5	745	495.3
O75844	ZMPSTE24	1	3	2	1	1	3	0	2	1	1	2	2	1	1	1	14206.9111328125	20855.50390625	13432.208984375	13872.4931640625	6408.76708984375	29178.009765625	NaN	4366.20068359375	4939.3662109375	5596.7431640625	9147.638671875	9197.271484375	8099.72998046875	4403.0224609375	2340.11376953125	882.9	1493.8	823.9	862.1	398.3	2018.4	NaN	306.6	306.9	347.8	603.9	703.3	503.3	273.6	17.1
O75874	IDH1	4	6	7	3	3	7	2	0	1	2	2	4	3	0	0	5323.96435546875	7887.58251953125	14412.037109375	9438.853515625	2064.94970703125	18813.79296875	6356.51904296875	NaN	1798.5797119140625	5496.39453125	1933.8446044921875	6011.08544921875	6586.69189453125	NaN	NaN	889.5	2474.1	3662.9	714.2	603.6	3290.4	636.9	NaN	56.4	428.1	193	820.6	720.6	NaN	NaN
O75880	SCO1	3	5	3	3	3	5	1	3	3	3	3	3	4	2	0	12762.6025390625	20581.37109375	21445.37109375	11176.0498046875	5612.669921875	33050.98828125	6457.56640625	6806.19970703125	5047.44384765625	9293.6484375	8493.1201171875	10280.9453125	7257.9541015625	4131.53955078125	NaN	2098.5	3805.3	2573	1683.1	997.7	6197	664.1	1178.5	875.4	1287	1057.5	1677.5	1344.3	620.8	NaN
O75886;Q92783	STAM2;STAM	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	NaN	7164.82470703125	NaN	NaN	NaN	10659.412109375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	286.6;325.7	NaN	NaN	NaN	426.4;484.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O75909	CCNK	6	3	2	0	4	3	2	3	2	1	1	2	3	5	3	46764.08984375	23252.830078125	27395.51953125	NaN	25616.552734375	19887.642578125	38380.55859375	11732.044921875	2520.45361328125	12466.9775390625	3996.64453125	16064.8935546875	15111.658203125	40424.01171875	16778.767578125	5934	2421	2689.2	NaN	2855.5	2362.4	2657.8	1060	158.7	719.2	68	1480.6	1569	4560.6	1658.9
O75915	ARL6IP5	2	2	2	1	0	2	0	0	0	0	0	0	1	0	1	21024.88671875	27233.57421875	29061.0546875	21952.724609375	NaN	25156.59765625	NaN	NaN	NaN	NaN	NaN	NaN	16911.22265625	NaN	43912.1953125	7689	5482.2	11706.3	515.9	NaN	6289.1	NaN	NaN	NaN	NaN	NaN	NaN	397.5	NaN	11680.3
O75925	PIAS1	3	3	2	1	2	4	2	2	1	4	1	2	2	4	2	10845.1123046875	8684.7978515625	14340.322265625	5930.66455078125	10850.3349609375	11075.62109375	9903.474609375	6085.037109375	2535.700439453125	6887.99560546875	2622.40869140625	9240.478515625	12362.421875	11172.4658203125	9023.3583984375	1191.1	701.2	839.6	194.8	726	1300.9	576	354.1	83.3	716.3	86.1	482	796.1	1052.3	560
O75934	BCAS2	16	12	15	6	18	17	14	7	6	12	4	17	18	11	13	65801.15625	33657.59765625	83594.4453125	21597.244140625	67595.1640625	48973.28125	53658.953125	32655.353515625	14434.39453125	29477.87109375	15794.25	54734.046875	57730.94921875	68994.6015625	42804.9453125	26029.6	14170.3	26733.699	7767.4	25295.9	22131.699	16756.6	14137.5	4174.5	9256	3887.6	18069.801	24039.4	26796.4	18898.6
